time_left_game,score_diff,tau_catboost,tau_xgb,tau_lgbm,tau_mean_ensemble,tau_std_across_models,tau_sign_agree_ratio,tau_sign_disagree
187.5,-5.0,-0.0016676574014127254,-0.0012813383946195245,-0.0015355574432760477,-0.0014948510797694325,0.00016031916037469515,0.0,0
187.5,-4.0,-0.0016676574014127254,-0.001291541033424437,-0.0014646346680819988,-0.0014746110343063872,0.00015371082477487336,0.0,0
187.5,-3.0,-0.0017136847600340843,-0.0013939053751528263,-0.001446208101697266,-0.001517932745628059,0.00014005482773782606,0.0,0
187.5,-2.0,-0.0018539052689448,-0.0012942138127982616,-0.0014433596516028047,-0.0015304929111152887,0.00023665415723626536,0.0,0
187.5,-1.0,-0.0018335316563025117,-0.001311890664510429,-0.0014426435809582472,-0.001529355300590396,0.00022161005214961139,0.0,0
187.5,0.0,-0.0017652512760832906,-0.0012044282630085945,-0.0014634347753599286,-0.001477704771483938,0.00022917727867392614,0.0,0
187.5,1.0,-0.0017609207425266504,-0.0012578218011185527,-0.0014744462678208947,-0.0014977296038220327,0.00020604808745046797,0.0,0
187.5,2.0,-0.001760129234753549,-0.0010570950107648969,-0.0014921706169843674,-0.0014364649541676044,0.0002897028600448199,0.0,0
187.5,3.0,-0.0017924064304679632,-0.0010892368154600263,-0.0016068661352619529,-0.0014961697937299807,0.00029754790862316033,0.0,0
187.5,4.0,-0.0016508565749973059,-0.0010133306495845318,-0.0017107219900935888,-0.0014583030715584755,0.00031559077850826657,0.0,0
187.5,5.0,-0.0015751926694065332,-0.0011082974961027503,-0.0017466516001150012,-0.0014767139218747616,0.0002697499314969215,0.0,0
187.5,6.0,-0.001490686321631074,-0.0011292229173704982,-0.0016844463534653187,-0.0014347851974889636,0.0002300897908172641,0.0,0
187.5,7.0,-0.001490686321631074,-0.0010938667692244053,-0.0017408467829227448,-0.0014417999579260747,0.0002663809201732224,0.0,0
187.5,8.0,-0.001490686321631074,-0.0011097745737060905,-0.00179088837467134,-0.0014637830900028348,0.0002787135212248883,0.0,0
187.5,9.0,-0.001490686321631074,-0.0010896510211750865,-0.00179088837467134,-0.0014570752391591668,0.0002872637987788778,0.0,0
187.5,10.0,-0.001490686321631074,-0.0010812291875481606,-0.00179088837467134,-0.0014542679612835248,0.00029085937403366816,0.0,0
198.75,-10.0,-0.001575786736793816,-0.0011718993773683906,-0.0017761209746822715,-0.0015079356962814927,0.0002512949892577621,0.0,0
198.75,-9.0,-0.001575786736793816,-0.001172478892840445,-0.0017761209746822715,-0.001508128868105511,0.0002510366920580423,0.0,0
198.75,-8.0,-0.001575786736793816,-0.0011762375943362713,-0.0017761209746822715,-0.0015093817686041195,0.00024936216279946715,0.0,0
198.75,-7.0,-0.001575786736793816,-0.0011679345043376088,-0.0017852826276794076,-0.0015096679562702775,0.0002563310960481256,0.0,0
198.75,-6.0,-0.0015882033621892333,-0.00125760433729738,-0.0015677300980314612,-0.001471179265839358,0.00015125139385055114,0.0,0
198.75,-5.0,-0.0016026627272367477,-0.001202374929562211,-0.0015799782704561949,-0.0014616719757517178,0.0001835844306521473,0.0,0
198.75,-4.0,-0.0016026627272367477,-0.0012168519897386432,-0.0015090558445081115,-0.0014428568538278341,0.00016431516681370475,0.0,0
198.75,-3.0,-0.0016486903186887503,-0.0013148450525477529,-0.0014906293945387006,-0.0014847215885917346,0.00013635576521125073,0.0,0
198.75,-2.0,-0.00182533438783139,-0.0012276002671569586,-0.0014877805951982737,-0.0015135717500622075,0.00024470445780780875,0.0,0
198.75,-1.0,-0.0018049607751891017,-0.001245277002453804,-0.0014870645245537162,-0.0015124341007322073,0.00022919306695798528,0.0,0
198.75,0.0,-0.0017366803949698806,-0.001119255437515676,-0.0015078558353707194,-0.0014545972226187587,0.000254860425064425,0.0,0
198.75,1.0,-0.001732350210659206,-0.0011907453881576657,-0.0015188673278316855,-0.0014806543088828523,0.00022275415754012933,0.0,0
198.75,2.0,-0.0017315587028861046,-0.0009990402031689882,-0.0015365916769951582,-0.0014223968610167503,0.00030975923995280654,0.0,0
198.75,3.0,-0.0017638355493545532,-0.0010311820078641176,-0.0016512871952727437,-0.0014821015841638048,0.00032214192650584743,0.0,0
198.75,4.0,-0.001663218718022108,-0.0009673377498984337,-0.0017364098457619548,-0.0014556554378941655,0.00034658318732264006,0.0,0
198.75,5.0,-0.0016077662585303187,-0.0010525652905926108,-0.0017723394557833672,-0.0014775570016354322,0.0003079334886571573,0.0,0
