with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp.csv.gz,before,home,,,,,,,5051110,0.5850876094628481,0.5852820469164204,-0.0001944374535722826,0.1690995101662921,0.49734541871757476,0.0017445253490685421,0.007302330544242036,0.0004280325545648283,1.0027634265776688
