with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp.csv.gz,next,home,True,,,,,,5041234,0.5851186247771933,0.5853421999454895,-0.00022357516829618618,0.16971536671452295,0.5000783774840944,0.00147020661137283,0.0055626777936177985,0.00397828293817629,0.9896965036491177
