time_left_game,score_diff_offense,tau_catboost,sign_catboost,tau_xgb,sign_xgb,tau_lgbm,sign_lgbm,positive_share,negative_share,neutral_share,agreement_ratio,is_unanimous,has_pos_neg_conflict,mean_tau,std_tau,majority_positive,majority_negative,majority_neutral,majority_sign
30.0,-10.0,0.00835510715842247,1,0.010847299359738827,1,0.007163654081523418,1,1.0,0.0,0.0,1.0,True,False,0.008788686866561571,0.0015347755875940866,True,False,False,1
30.0,-9.0,0.006725536659359932,1,0.009717042557895184,1,0.006538014858961105,1,1.0,0.0,0.0,1.0,True,False,0.007660198025405407,0.0014564221410774693,True,False,False,1
30.0,-8.0,0.0033360093366354704,1,0.006728713400661945,1,0.001963450573384762,1,1.0,0.0,0.0,1.0,True,False,0.004009391103560726,0.002002833776806914,True,False,False,1
30.0,-7.0,0.01410744059830904,1,0.016218550503253937,1,0.01161593571305275,1,1.0,0.0,0.0,1.0,True,False,0.013980642271538576,0.0018811475378074456,True,False,False,1
30.0,-6.0,0.011400524526834488,1,0.018315203487873077,1,0.014577621594071388,1,1.0,0.0,0.0,1.0,True,False,0.014764449869592985,0.0028259953865211467,True,False,False,1
30.0,-5.0,0.012117546051740646,1,0.01663861982524395,1,0.01722855120897293,1,1.0,0.0,0.0,1.0,True,False,0.01532823902865251,0.0022830413638201224,True,False,False,1
30.0,-4.0,0.007833370938897133,1,0.0072347973473370075,1,0.01651626266539097,1,1.0,0.0,0.0,1.0,True,False,0.010528143650541702,0.004241285150213144,True,False,False,1
30.0,-3.0,0.006683339364826679,1,0.008055474609136581,1,0.007252356968820095,1,1.0,0.0,0.0,1.0,True,False,0.007330390314261119,0.000562882867874473,True,False,False,1
30.0,-2.0,0.009969297796487808,1,0.00877444539219141,1,0.007572024594992399,1,1.0,0.0,0.0,1.0,True,False,0.008771922594557205,0.0009786843120683127,True,False,False,1
30.0,-1.0,0.014851351268589497,1,0.006562609225511551,1,0.009780782274901867,1,1.0,0.0,0.0,1.0,True,False,0.010398247589667639,0.0034119162480318968,True,False,False,1
30.0,0.0,0.0017470434540882707,1,0.00019537709886208177,1,0.0007658888935111463,1,1.0,0.0,0.0,1.0,True,False,0.0009027698154871663,0.000640816879504062,True,False,False,1
30.0,1.0,0.0020642648451030254,1,0.0022504085209220648,1,0.00020390447753015906,1,1.0,0.0,0.0,1.0,True,False,0.0015061926145184164,0.0009239870709113902,True,False,False,1
30.0,2.0,-0.0002315419405931607,-1,0.0005292370333336294,1,-0.0006374343647621572,-1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.00011324642400722951,0.0004835810236950602,False,True,False,-1
30.0,3.0,-0.0038038792554289103,-1,-0.002788812154904008,-1,-0.000935789430513978,-1,0.0,1.0,0.0,1.0,True,False,-0.002509493613615632,0.0011874339129893338,False,True,False,-1
30.0,4.0,0.0016587685095146298,1,0.000696937320753932,1,0.0027548468206077814,1,1.0,0.0,0.0,1.0,True,False,0.0017035175502921145,0.0008407337013525979,True,False,False,1
30.0,5.0,0.001390960649587214,1,-0.0008205653284676373,-1,0.0018623605137690902,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.0008109186116295556,0.001169575234314854,True,False,False,1
30.0,6.0,-0.0012927752686664462,-1,-0.0007349577499553561,-1,0.0008378984057344496,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.00039661153762911755,0.0009021460326144128,False,True,False,-1
30.0,7.0,-0.0013766655465587974,-1,-0.0016899238107725978,-1,0.0006356093217618763,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.000810326678523173,0.001030398263687333,False,True,False,-1
30.0,8.0,-0.0011134035885334015,-1,-0.0016899238107725978,-1,0.0005288682878017426,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0007581530371680856,0.0009400041878835796,False,True,False,-1
30.0,9.0,-0.0011134035885334015,-1,-0.0016899238107725978,-1,0.0005288682878017426,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0007581530371680856,0.0009400041878835796,False,True,False,-1
30.0,10.0,-0.0014389673015102744,-1,-0.0016899238107725978,-1,0.0005288682878017426,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0008666742748270432,0.0009921018346475902,False,True,False,-1
41.25,-10.0,0.005516619421541691,1,0.008191109634935856,1,0.004152071662247181,1,1.0,0.0,0.0,1.0,True,False,0.005953266906241576,0.0016775880912044158,True,False,False,1
41.25,-9.0,0.003754393896088004,1,0.0070608509704470634,1,0.002470492385327816,1,1.0,0.0,0.0,1.0,True,False,0.004428579083954294,0.0019336911569410844,True,False,False,1
41.25,-8.0,0.0016192217590287328,1,0.003828126471489668,1,-0.0014089781325310469,-1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.0013461233659957845,0.002146742215167225,True,False,False,1
41.25,-7.0,0.007691306062042713,1,0.010221977718174458,1,0.00519038550555706,1,1.0,0.0,0.0,1.0,True,False,0.007701223095258077,0.0020541508885147416,True,False,False,1
41.25,-6.0,0.007115782238543034,1,0.01075275894254446,1,0.00318539934232831,1,1.0,0.0,0.0,1.0,True,False,0.007017980174471934,0.0030901355701164427,True,False,False,1
41.25,-5.0,0.0069530075415968895,1,0.007409272249788046,1,0.005827422719448805,1,1.0,0.0,0.0,1.0,True,False,0.00672990083694458,0.0006647778753860715,True,False,False,1
41.25,-4.0,0.004958985839039087,1,0.007520589977502823,1,0.005367211997509003,1,1.0,0.0,0.0,1.0,True,False,0.005948929271350305,0.0011237586278682954,True,False,False,1
41.25,-3.0,0.0035244273021817207,1,0.009227688424289227,1,0.0016652956837788224,1,1.0,0.0,0.0,1.0,True,False,0.00480580380341659,0.0032175446429297404,True,False,False,1
41.25,-2.0,0.004217981360852718,1,0.009227688424289227,1,0.0016652956837788224,1,1.0,0.0,0.0,1.0,True,False,0.0050369884896402555,0.0031411808287314207,True,False,False,1
41.25,-1.0,0.006205838173627853,1,0.009851873852312565,1,0.002848782343789935,1,1.0,0.0,0.0,1.0,True,False,0.006302164789910118,0.00285981139027719,True,False,False,1
41.25,0.0,0.0033303676173090935,1,-0.0011750705307349563,-1,0.004250409547239542,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.00213523554460456,0.0023706840113533784,True,False,False,1
41.25,1.0,-0.0008901537512429059,-1,-0.0006985200452618301,-1,-0.001438877428881824,-1,0.0,1.0,0.0,1.0,True,False,-0.00100918374179552,0.0003137497600088084,False,True,False,-1
41.25,2.0,-0.0029171768110245466,-1,-0.002419643336907029,-1,-0.001696453313343227,-1,0.0,1.0,0.0,1.0,True,False,-0.002344424487091601,0.0005011885014466419,False,True,False,-1
41.25,3.0,-0.004375746939331293,-1,-0.0047125741839408875,-1,-0.0019337404519319534,-1,0.0,1.0,0.0,1.0,True,False,-0.0036740205250680447,0.0012382229734297298,False,True,False,-1
41.25,4.0,0.0009087826474569738,1,-0.0012268157443031669,-1,0.0017568954499438405,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.00047962078436588246,0.0012553267970844852,True,False,False,1
41.25,5.0,0.00029282260220497847,1,-0.0024999321904033422,-1,0.0007666619494557381,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,-0.0004801492129142086,0.001441243303278321,True,False,False,1
41.25,6.0,-0.000711678119841963,-1,-0.002414324088022113,-1,-0.0002578003332018852,-1,0.0,1.0,0.0,1.0,True,False,-0.0011279341803553204,0.0009282961119569403,False,True,False,-1
41.25,7.0,-0.0007955683977343142,-1,-0.0033692927099764347,-1,-0.0004600893589667976,-1,0.0,1.0,0.0,1.0,True,False,-0.0015416501555591822,0.0012995754502658958,False,True,False,-1
41.25,8.0,-0.0009606860112398863,-1,-0.0033692927099764347,-1,-0.0005668303929269314,-1,0.0,1.0,0.0,1.0,True,False,-0.0016322697047144175,0.0012387405573474719,False,True,False,-1
41.25,9.0,-0.0009606860112398863,-1,-0.0033692927099764347,-1,-0.0005668303929269314,-1,0.0,1.0,0.0,1.0,True,False,-0.0016322697047144175,0.0012387405573474719,False,True,False,-1
41.25,10.0,-0.0012862493749707937,-1,-0.0033692927099764347,-1,-0.0005668303929269314,-1,0.0,1.0,0.0,1.0,True,False,-0.0017407908259580533,0.001188389584723747,False,True,False,-1
52.5,-10.0,0.006749742664396763,1,0.0035916620399802923,1,0.0026925692800432444,1,1.0,0.0,0.0,1.0,True,False,0.0043446579948067665,0.0017398115125237792,True,False,False,1
52.5,-9.0,0.0049875169061124325,1,0.002461405238136649,1,0.00147554452996701,1,1.0,0.0,0.0,1.0,True,False,0.002974822224738697,0.0014790053514216407,True,False,False,1
52.5,-8.0,0.002244961215183139,1,-0.0007713584927842021,-1,0.0009243760141544044,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.0007993262455177804,0.00123457799231022,True,False,False,1
52.5,-7.0,0.008317044004797935,1,0.00562244700267911,1,0.004465771373361349,1,1.0,0.0,0.0,1.0,True,False,0.006135087460279465,0.0016135210771249418,True,False,False,1
52.5,-6.0,0.008450495079159737,1,0.005126283038407564,1,0.005116190295666456,1,1.0,0.0,0.0,1.0,True,False,0.006230989471077919,0.0015694328750844976,True,False,False,1
52.5,-5.0,0.008240779861807823,1,0.009668707847595215,1,0.005508776754140854,1,1.0,0.0,0.0,1.0,True,False,0.00780608815451463,0.0017258764605969923,True,False,False,1
52.5,-4.0,0.0068834624253213406,1,0.00929307658225298,1,0.002684034639969468,1,1.0,0.0,0.0,1.0,True,False,0.006286857882514596,0.002730910908358709,True,False,False,1
52.5,-3.0,0.00721844844520092,1,0.009944992139935493,1,0.0035489555448293686,1,1.0,0.0,0.0,1.0,True,False,0.006904132043321927,0.0026206127949841306,True,False,False,1
52.5,-2.0,0.00711122015491128,1,0.009944992139935493,1,0.0035489555448293686,1,1.0,0.0,0.0,1.0,True,False,0.006868389279892047,0.0026168105468147213,True,False,False,1
52.5,-1.0,0.008687526918947697,1,0.010569182224571705,1,0.002861845074221492,1,1.0,0.0,0.0,1.0,True,False,0.007372851405913631,0.003280959236333248,True,False,False,1
52.5,0.0,0.001478336052969098,1,0.00478993309661746,1,0.0016632629558444023,1,1.0,0.0,0.0,1.0,True,False,0.0026438440351436534,0.0015193909272435246,True,False,False,1
52.5,1.0,-0.0012557810405269265,-1,0.0023984434083104134,1,-0.0014539419207721949,-1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.00010375985099623601,0.0017711733957612222,False,True,False,-1
52.5,2.0,-0.0034072797279804945,-1,-0.0017530645709484816,-1,-0.000698251067660749,-1,0.0,1.0,0.0,1.0,True,False,-0.001952865122196575,0.0011149437252817532,False,True,False,-1
52.5,3.0,-0.004938161000609398,-1,-0.004600036423653364,-1,-0.0026690433733165264,-1,0.0,1.0,0.0,1.0,True,False,-0.004069080265859763,0.000999553077712573,False,True,False,-1
52.5,4.0,2.4644608856760897e-05,1,-0.0011142819421365857,-1,0.0010215925285592675,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,-2.26816015735191e-05,0.0008726090251988922,True,False,False,1
52.5,5.0,-0.0003584423684515059,-1,-0.002387407934293151,-1,0.0002267226664116606,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0008397092121109987,0.0011201586287932028,False,True,False,-1
52.5,6.0,-0.0008974199299700558,-1,-0.0023017972707748413,-1,-0.0001757369755068794,-1,0.0,1.0,0.0,1.0,True,False,-0.001124984725417259,0.0008827503976677737,False,True,False,-1
52.5,7.0,-0.0009813102660700679,-1,-0.0038753976114094257,-1,-0.0007993440376594663,-1,0.0,1.0,0.0,1.0,True,False,-0.0018853506383796532,0.0014091352296637383,False,True,False,-1
52.5,8.0,-0.0012915473198518157,-1,-0.0038753976114094257,-1,-0.0010516972979530692,-1,0.0,1.0,0.0,1.0,True,False,-0.002072880743071437,0.0012783276324253889,False,True,False,-1
52.5,9.0,-0.0012915473198518157,-1,-0.0038753976114094257,-1,-0.0010516972979530692,-1,0.0,1.0,0.0,1.0,True,False,-0.002072880743071437,0.0012783276324253889,False,True,False,-1
52.5,10.0,-0.0016084701055660844,-1,-0.0038753976114094257,-1,-0.0010516972979530692,-1,0.0,1.0,0.0,1.0,True,False,-0.00217852167164286,0.0012212125002208037,False,True,False,-1
63.75,-10.0,0.005445382557809353,1,0.0041338130831718445,1,0.003224090440198779,1,1.0,0.0,0.0,1.0,True,False,0.004267762027059992,0.000911771684731172,True,False,False,1
63.75,-9.0,0.0036831574980169535,1,0.0030035567469894886,1,0.0020070660393685102,1,1.0,0.0,0.0,1.0,True,False,0.0028979267614583173,0.0006883259474120542,True,False,False,1
63.75,-8.0,0.0013013434363529086,1,-0.0002291900891577825,-1,0.0015085804043337703,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.0008602445838429654,0.0007749785890705455,True,False,False,1
63.75,-7.0,0.007373427972197533,1,0.0061646150425076485,1,0.004790219012647867,1,1.0,0.0,0.0,1.0,True,False,0.0061094206757843494,0.0010553125747893863,True,False,False,1
63.75,-6.0,0.006242157891392708,1,0.00566843431442976,1,0.00560511089861393,1,1.0,0.0,0.0,1.0,True,False,0.005838567701478799,0.0002865498732550231,True,False,False,1
63.75,-5.0,0.0062586963176727295,1,0.010210861451923847,1,0.005736899096518755,1,1.0,0.0,0.0,1.0,True,False,0.0074021522887051105,0.0019974489493122093,True,False,False,1
63.75,-4.0,0.004975860472768545,1,0.009835226461291313,1,0.004004874266684055,1,1.0,0.0,0.0,1.0,True,False,0.006271987066914638,0.0025505829123725135,True,False,False,1
63.75,-3.0,0.0054877144284546375,1,0.010487144812941551,1,0.004869794938713312,1,1.0,0.0,0.0,1.0,True,False,0.0069482180600365,0.002515082244615586,True,False,False,1
63.75,-2.0,0.005380487535148859,1,0.010487144812941551,1,0.004869794938713312,1,1.0,0.0,0.0,1.0,True,False,0.006912475762267907,0.002536256539126977,True,False,False,1
63.75,-1.0,0.006464875303208828,1,0.011111333966255188,1,0.004182685166597366,1,1.0,0.0,0.0,1.0,True,False,0.007252964812020461,0.002882979633720891,True,False,False,1
63.75,0.0,-0.00019557490304578096,-1,0.005044672638177872,1,0.0012663531815633178,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.0020384836388984695,0.0022078930613722483,True,False,False,1
63.75,1.0,-0.0006111476686783135,-1,0.002653182949870825,1,-0.0014552539214491844,-1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,0.00019559378658110896,0.0017716164395133625,False,True,False,-1
63.75,2.0,-0.003213193966075778,-1,-0.001498325145803392,-1,-0.0007226690649986267,-1,0.0,1.0,0.0,1.0,True,False,-0.0018113960589592655,0.0010405731171553262,False,True,False,-1
63.75,3.0,-0.005054940935224295,-1,-0.004345296882092953,-1,-0.0025680025573819876,-1,0.0,1.0,0.0,1.0,True,False,-0.003989413458233078,0.001046010000694672,False,True,False,-1
63.75,4.0,-9.213604062097147e-05,-1,-0.0008595401886850595,-1,0.0010215925285592675,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,2.330543308441217e-05,0.0007722953344242556,False,True,False,-1
63.75,5.0,-0.00011178184649907053,-1,-0.002132667927071452,-1,0.0002267226664116606,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0006725757023862874,0.0010416487907014816,False,True,False,-1
63.75,6.0,-0.0006507593207061291,-1,-0.00204705772921443,-1,-0.0001757369755068794,-1,0.0,1.0,0.0,1.0,True,False,-0.0009578513418091461,0.0007942247678850115,False,True,False,-1
63.75,7.0,-0.000734649773221463,-1,-0.0036206580698490143,-1,-0.0007993440376594663,-1,0.0,1.0,0.0,1.0,True,False,-0.0017182172935766478,0.0013454880198601167,False,True,False,-1
63.75,8.0,-0.0010448868852108717,-1,-0.0036206580698490143,-1,-0.0010516972979530692,-1,0.0,1.0,0.0,1.0,True,False,-0.001905747417670985,0.0012126281386986655,False,True,False,-1
63.75,9.0,-0.0010448868852108717,-1,-0.0036206580698490143,-1,-0.0010516972979530692,-1,0.0,1.0,0.0,1.0,True,False,-0.001905747417670985,0.0012126281386986655,False,True,False,-1
63.75,10.0,-0.0013618095545098186,-1,-0.0036206580698490143,-1,-0.0010516972979530692,-1,0.0,1.0,0.0,1.0,True,False,-0.0020113883074373007,0.001144946659332847,False,True,False,-1
75.0,-10.0,0.003976679872721434,1,0.002337503246963024,1,0.0013371531385928392,1,1.0,0.0,0.0,1.0,True,False,0.0025504454194257655,0.0010880513534616996,True,False,False,1
75.0,-9.0,0.002214454347267747,1,0.001459237071685493,1,0.00048705836525186896,1,1.0,0.0,0.0,1.0,True,False,0.0013869165947350364,0.0007070581815809814,True,False,False,1
75.0,-8.0,-0.00016735972894821316,-1,-0.0011578579433262348,-1,-0.00045416306238621473,-1,0.0,1.0,0.0,1.0,True,False,-0.0005931269115535542,0.0004161369099251388,False,True,False,-1
75.0,-7.0,0.005472983233630657,1,0.0057644168846309185,1,0.0037439027801156044,1,1.0,0.0,0.0,1.0,True,False,0.004993767632792394,0.0008917604333382421,True,False,False,1
75.0,-6.0,0.004045346286147833,1,0.003510093782097101,1,0.002970830537378788,1,1.0,0.0,0.0,1.0,True,False,0.0035087568685412407,0.0004386702361239531,True,False,False,1
75.0,-5.0,0.0036217577289789915,1,0.005654019303619862,1,0.0031823688186705112,1,1.0,0.0,0.0,1.0,True,False,0.0041527152837564545,0.0010766308478053306,True,False,False,1
75.0,-4.0,0.0023625732865184546,1,0.0026407057885080576,1,0.0024553141556680202,1,1.0,0.0,0.0,1.0,True,False,0.002486197743564844,0.00011562805071084545,True,False,False,1
75.0,-3.0,0.0022567156702280045,1,0.0037866439670324326,1,0.0028320597484707832,1,1.0,0.0,0.0,1.0,True,False,0.0029584731285770736,0.0006309545178236688,True,False,False,1
75.0,-2.0,0.0021494899410754442,1,0.0037866439670324326,1,0.0028320597484707832,1,1.0,0.0,0.0,1.0,True,False,0.0029227312188595533,0.0006714334480962552,True,False,False,1
75.0,-1.0,0.002347888657823205,1,0.0044108303263783455,1,0.0020621244329959154,1,1.0,0.0,0.0,1.0,True,False,0.002940281139065822,0.0010463592379538135,True,False,False,1
75.0,0.0,-0.0010199714452028275,-1,0.0010477530304342508,1,0.0004932364681735635,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.00017367268446832895,0.0008738656974154789,True,False,False,1
75.0,1.0,-0.001516351941972971,-1,0.00010389831732027233,1,-0.0009380827541463077,-1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0007835121262663355,0.0006704335835548824,False,True,False,-1
75.0,2.0,-0.003986713942140341,-1,-0.0017533223144710064,-1,-0.0009836177341639996,-1,0.0,1.0,0.0,1.0,True,False,-0.0022412179969251156,0.0012736243183159076,False,True,False,-1
75.0,3.0,-0.00498926779255271,-1,-0.005033445078879595,-1,-0.0030517172999680042,-1,0.0,1.0,0.0,1.0,True,False,-0.004358143390466769,0.000923958785375451,False,True,False,-1
75.0,4.0,-2.6462716050446033e-05,-1,-0.0015476886183023453,-1,0.0005378779023885727,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0003454244773214062,0.0008807948614448618,False,True,False,-1
75.0,5.0,0.00014587915211450309,1,-0.0028208126313984394,-1,-0.00025699211983010173,-1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0009773085330380127,0.0013138890962693752,False,True,False,-1
75.0,6.0,-0.0003930983366444707,-1,-0.0027352015022188425,-1,-0.0006594517617486417,-1,0.0,1.0,0.0,1.0,True,False,-0.0012625838668706517,0.0010469600634599372,False,True,False,-1
75.0,7.0,-0.00047698867274448276,-1,-0.004308802075684071,-1,-0.001283058780245483,-1,0.0,1.0,0.0,1.0,True,False,-0.0020229498428913453,0.0016495004450184877,False,True,False,-1
75.0,8.0,-0.0007872256683185697,-1,-0.004308802075684071,-1,-0.0015354121569544077,-1,0.0,1.0,0.0,1.0,True,False,-0.0022104799669856825,0.0015148514799221832,False,True,False,-1
75.0,9.0,-0.0007872256683185697,-1,-0.004308802075684071,-1,-0.0015354121569544077,-1,0.0,1.0,0.0,1.0,True,False,-0.0022104799669856825,0.0015148514799221832,False,True,False,-1
75.0,10.0,-0.0011041485704481602,-1,-0.004308802075684071,-1,-0.0015354121569544077,-1,0.0,1.0,0.0,1.0,True,False,-0.0023161209343622127,0.0014199954620811044,False,True,False,-1
86.25,-10.0,0.003828054992482066,1,0.0029837482143193483,1,0.0014253188855946064,1,1.0,0.0,0.0,1.0,True,False,0.002745707364132007,0.0009952496452661549,True,False,False,1
86.25,-9.0,0.0020658280700445175,1,0.002105481456965208,1,0.0005752238794229925,1,1.0,0.0,0.0,1.0,True,False,0.0015821778021442394,0.0007122079516715843,True,False,False,1
86.25,-8.0,-0.000315986224450171,-1,-0.0005116073880344629,-1,-0.00036599751911126077,-1,0.0,1.0,0.0,1.0,True,False,-0.0003978637105319649,8.297991936713282e-05,False,True,False,-1
86.25,-7.0,0.004793357569724321,1,0.006410667207092047,1,0.003832068759948015,1,1.0,0.0,0.0,1.0,True,False,0.005012031178921461,0.001064003790225981,True,False,False,1
86.25,-6.0,0.0033657210879027843,1,0.004697509575635195,1,0.003058995818719268,1,1.0,0.0,0.0,1.0,True,False,0.003707408827419082,0.0007112171334655845,True,False,False,1
86.25,-5.0,0.002942131832242012,1,0.006841426249593496,1,0.00392095185816288,1,1.0,0.0,0.0,1.0,True,False,0.004568169979999463,0.0016563600074102989,True,False,False,1
86.25,-4.0,0.0016829476226121187,1,0.004743367433547974,1,0.003395455190911889,1,1.0,0.0,0.0,1.0,True,False,0.0032739234156906605,0.0012523630554764544,True,False,False,1
86.25,-3.0,0.002215686719864607,1,0.005889304913580418,1,0.0037722005508840084,1,1.0,0.0,0.0,1.0,True,False,0.003959064061443011,0.0015055577343039755,True,False,False,1
86.25,-2.0,0.0021084605250507593,1,0.005889304913580418,1,0.0037722005508840084,1,1.0,0.0,0.0,1.0,True,False,0.003923321996505062,0.001547217791405808,True,False,False,1
86.25,-1.0,0.002035917714238167,1,0.006513454485684633,1,0.003002266166731715,1,1.0,0.0,0.0,1.0,True,False,0.0038505461222181716,0.0019238447697382604,True,False,False,1
86.25,0.0,-0.0006410581991076469,-1,0.001980947097763419,1,0.0007829597452655435,1,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,False,True,0.0007076162146404386,0.0010717541477752797,True,False,False,1
86.25,1.0,-0.0019795726984739304,-1,-0.0005133128724992275,-1,-0.0009380827541463077,-1,0.0,1.0,0.0,1.0,True,False,-0.0011436561083731551,0.0006159950066317633,False,True,False,-1
86.25,2.0,-0.0044499351643025875,-1,-0.0017533223144710064,-1,-0.0009836177341639996,-1,0.0,1.0,0.0,1.0,True,False,-0.002395625070979198,0.001486215272626897,False,True,False,-1
86.25,3.0,-0.004976664204150438,-1,-0.005033445078879595,-1,-0.0030517172999680042,-1,0.0,1.0,0.0,1.0,True,False,-0.004353942194332679,0.0009211037848006302,False,True,False,-1
86.25,4.0,-1.3858857528248336e-05,-1,-0.0015476886183023453,-1,0.0005378779023885727,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0003412231911473403,0.0008823349640777434,False,True,False,-1
86.25,5.0,0.0001584830752108246,1,-0.0028208126313984394,-1,-0.00025699211983010173,-1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,False,True,-0.0009731072253392389,0.0013174891169971438,False,True,False,-1
86.25,6.0,-0.0003804945445153862,-1,-0.0027352015022188425,-1,-0.0006594517617486417,-1,0.0,1.0,0.0,1.0,True,False,-0.0012583826028276235,0.0010504601621705125,False,True,False,-1
