time_left_game,score_diff,tau_wp,b_hat,cell_count,cell_density,tau_sensitivity,abs_difference,supported,tau_wp_sign,tau_sensitivity_sign,sign_flip,time_band
198.75,-7.0,0.0043500030102829,-0.0015096679562702,466,41.422222222222224,0.0058596709665531006,0.0015096679562702003,True,positive,positive,False,180_240
198.75,-6.0,0.0028948921632642,-0.0014711792658393,489,43.46666666666667,0.0043660714291035,0.0014711792658393002,True,positive,positive,False,180_240
198.75,-5.0,0.001648871654955,-0.0014616719757517,546,48.53333333333333,0.0031105436307067,0.0014616719757516998,True,positive,positive,False,180_240
198.75,-4.0,0.0015387272190613,-0.0014428568538278,588,52.266666666666666,0.0029815840728891,0.0014428568538277999,True,positive,positive,False,180_240
198.75,-3.0,0.0015742518783857,-0.0014847215885917,580,51.55555555555556,0.0030589734669774,0.0014847215885917,True,positive,positive,False,180_240
198.75,-2.0,0.0013520982077655,-0.0015135717500622,723,64.26666666666667,0.0028656699578277003,0.0015135717500622003,True,positive,positive,False,180_240
198.75,-1.0,0.00058021042787,-0.0015124341007322,675,60.0,0.0020926445286022,0.0015124341007322,True,positive,positive,False,180_240
198.75,0.0,0.0002587418809222,-0.0014545972226187,768,68.26666666666667,0.0017133391035409,0.0014545972226187,True,positive,positive,False,180_240
198.75,1.0,-6.67821877868846e-05,-0.0014806543088828,640,56.888888888888886,0.0014138721210959155,0.0014806543088828,True,negative,positive,True,180_240
198.75,2.0,-0.0006677643589985,-0.0014223968610167,648,57.6,0.0007546325020182,0.0014223968610167,True,negative,positive,True,180_240
198.75,3.0,-0.0012444733292795,-0.0014821015841638,576,51.2,0.0002376282548843,0.0014821015841638,True,negative,positive,True,180_240
198.75,4.0,0.0008902633368658,-0.0014556554378941,543,48.266666666666666,0.0023459187747599,0.0014556554378941,True,positive,positive,False,180_240
198.75,5.0,0.0008569751904966,-0.0014775570016354,463,41.15555555555556,0.002334532192132,0.0014775570016353997,True,positive,positive,False,180_240
198.75,6.0,0.0004020245833089,-0.0014352456588918,448,39.82222222222222,0.0018372702422007,0.0014352456588918,True,positive,positive,False,180_240
198.75,7.0,-0.0002644249713436,-0.001442260419329,410,36.44444444444444,0.0011778354479854,0.001442260419329,True,negative,positive,True,180_240
198.75,8.0,-0.0004869559294699,-0.0014642438230415,377,33.51111111111111,0.0009772878935716,0.0014642438230415,True,negative,positive,True,180_240
198.75,9.0,-0.0004869559294699,-0.0014575358945876,337,29.95555555555556,0.0009705799651177,0.0014575358945876,True,negative,positive,True,180_240
198.75,10.0,-0.0005925968119602,-0.0014547286167119,347,30.844444444444445,0.0008621318047517001,0.0014547286167119,True,negative,positive,True,180_240
210.0,-10.0,0.0027168674472098,-0.0014762250551333,366,32.53333333333333,0.0041930925023431,0.0014762250551333001,True,positive,positive,False,180_240
210.0,-9.0,0.0016931068385019,-0.0014764182269573,401,35.644444444444446,0.0031695250654592,0.0014764182269573,True,positive,positive,False,180_240
210.0,-8.0,1.8595135770738125e-05,-0.0014776709334303,439,39.02222222222223,0.0014962660692010381,0.0014776709334303,True,positive,positive,False,180_240
210.0,-7.0,0.0040012210762749,-0.0014779571987067,449,39.91111111111111,0.0054791782749815995,0.0014779571987066998,True,positive,positive,False,180_240
210.0,-6.0,0.0027489435936634,-0.0014360150089487,479,42.577777777777776,0.0041849586026121,0.0014360150089487,True,positive,positive,False,180_240
210.0,-5.0,0.0014331413355345,-0.0014265076800559,514,45.68888888888889,0.0028596490155904,0.0014265076800559003,True,positive,positive,False,180_240
210.0,-4.0,0.0016961708897724,-0.0014079742056007,587,52.17777777777778,0.0031041450953731,0.0014079742056007,True,positive,positive,False,180_240
210.0,-3.0,0.0017316953356688,-0.0014426334140201,647,57.51111111111111,0.0031743287496889,0.0014426334140201001,True,positive,positive,False,180_240
210.0,-2.0,0.0015095416553473,-0.0014697548467665,719,63.91111111111111,0.0029792965021138,0.0014697548467665,True,positive,positive,False,180_240
210.0,-1.0,0.000706501576739,-0.0014683528570458,651,57.86666666666667,0.0021748544337848,0.0014683528570458002,True,positive,positive,False,180_240
210.0,0.0,0.0006869852853318,-0.0014232793279613,799,71.02222222222223,0.0021102646132931,0.0014232793279613,True,positive,positive,False,180_240
210.0,1.0,0.0002376948444483,-0.001449120696634,620,55.11111111111112,0.0016868155410823,0.001449120696634,True,positive,positive,False,180_240
210.0,2.0,-0.0003796700135959,-0.0013920313018995,656,58.31111111111111,0.0010123612883036,0.0013920313018995,True,negative,positive,True,180_240
210.0,3.0,-0.0010558396267394,-0.0014517362578772,504,44.8,0.0003958966311378,0.0014517362578772,True,negative,positive,True,180_240
210.0,4.0,0.0010788970976136,-0.0014244340321359,503,44.71111111111111,0.0025033311297495003,0.0014244340321359003,True,positive,positive,False,180_240
210.0,5.0,0.0008493548763605,-0.001438370362545,440,39.11111111111112,0.0022877252389055,0.0014383703625450001,True,positive,positive,False,180_240
210.0,6.0,0.00039440417216,-0.0014146598793255,436,38.75555555555555,0.0018090640514854999,0.0014146598793255,True,positive,positive,False,180_240
210.0,7.0,-0.0002720453994697,-0.0014198737917467,426,37.86666666666667,0.001147828392277,0.0014198737917467,True,negative,positive,True,180_240
210.0,8.0,-0.0004945763333428,-0.0014418568268107,403,35.82222222222222,0.0009472804934679,0.0014418568268107,True,negative,positive,True,180_240
210.0,9.0,-0.0004945763333428,-0.0014351490147722,382,33.95555555555556,0.0009405726814294001,0.0014351490147722,True,negative,positive,True,180_240
210.0,10.0,-0.0006002172425117,-0.0014323417368965,344,30.57777777777778,0.0008321244943848,0.0014323417368965,True,negative,positive,True,180_240
