n_rows,propensity_mean,propensity_std,propensity_min,propensity_max,propensity_q01,propensity_q05,propensity_q10,propensity_q50,propensity_q90,propensity_q95,propensity_q99,overlap_threshold,overlap_rate,overlap_low_rate,overlap_high_rate,n_rows_binary_treatment,treat_a_rate,logloss,brier,extreme_threshold,extreme_rate,ipw_var,calibration_ece,calibration_mce
325791,0.3268262284975958,0.12461875569881935,0.06435153633356094,0.9169394969940186,0.13461510986089706,0.17273089289665222,0.1989523023366928,0.2998662292957306,0.47881463170051575,0.5762002766132355,0.7631970942020405,0.05,1.0,0.0,0.0,325791,0.32687520526963604,0.5901443439255704,0.20156276996034295,0.05,0.0,0.9935382969602008,0.007891333373841515,0.07771481885752562
