n,mean_fitted_wp,empirical_win_rate,gap,brier,log_loss,ece,mce,calibration_intercept,calibration_slope,diagnostic,model,shot_type,n_games
1053,0.3630840037681075,0.1785375118708452,0.1845464918972623,0.19054572389899924,0.5733083745894627,0.18506620337882454,0.854860736099265,-1.497272003239168,0.05087246847114576,targeted_down3_made_0_45,baseline_m0,2PA,963
753,0.47170325363091664,0.40106241699867196,0.07064083663224469,0.24465865024875813,0.6824639058527395,0.07242175715315437,0.6705165761224929,-0.33064793342694276,0.6296876845961937,targeted_down3_made_0_45,baseline_m0,3PA,713
1053,0.34094135465510583,0.1785375118708452,0.16240384278426062,0.1843993748461572,0.5629108018415406,0.1674620430414665,0.9000467274280727,-1.478358253217659,0.07184447606568832,targeted_down3_made_0_45,final_surface,2PA,963
753,0.4669350859390537,0.40106241699867196,0.06587266894038174,0.24433636841963088,0.6818806039651232,0.06780629848421986,0.728011523255066,-0.32862303704411483,0.5516549309605382,targeted_down3_made_0_45,final_surface,3PA,713
