diagnostic,model,season,n,mean_fitted_wp,empirical_win_rate,gap,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
overall_late_tail_next_state,baseline_m0,2000,1951,0.5151030662612275,0.5248590466427473,-0.009755980381519813,0.11411784353777266,0.3722776393965816,0.05158669891762614,0.20348753581300913,0.08084952913590039,0.9671312125026467
overall_late_tail_next_state,baseline_m0,2001,2066,0.5257520909243861,0.5203291384317522,0.0054229524926339145,0.10962305988635122,0.3557300171345952,0.06909648669567636,0.3313716376152449,-0.04619433434817431,1.0266922987090856
overall_late_tail_next_state,baseline_m0,2002,2066,0.5361600928701936,0.5522749273959342,-0.016114834525740585,0.10548438105815779,0.3459319849522898,0.050363079850890155,0.16193812068680502,0.1544049370262338,1.1045466916939612
overall_late_tail_next_state,baseline_m0,2003,2062,0.5100143913788147,0.5179437439379243,-0.007929352559109648,0.11718177374546024,0.38072676692591934,0.05063250981772381,0.12572126929845878,0.0604611514049292,0.9558890410357348
overall_late_tail_next_state,baseline_m0,2004,2108,0.5268429318979728,0.5393738140417458,-0.012530882143772959,0.12335445236550725,0.395098834543071,0.05384063003642912,0.17667278794323987,0.09769364651124461,0.9490887770253803
overall_late_tail_next_state,baseline_m0,2005,2161,0.5211656605033654,0.5335492827394724,-0.012383622236107006,0.12039054326433091,0.386456215522638,0.04005355311380125,0.10326239363467107,0.09944798785532269,0.9778881520494674
overall_late_tail_next_state,baseline_m0,2006,2247,0.5175370779140535,0.5202492211838006,-0.0027121432697471137,0.13052937142598947,0.4122892696049729,0.04263283867529719,0.13760409015245256,0.011244588251087663,0.885009157605799
overall_late_tail_next_state,baseline_m0,2007,1924,0.5218613631708915,0.5327442827442828,-0.01088291957339127,0.10493540356631402,0.34755297354922293,0.06991124834143897,0.32431909521364144,0.10620561918412666,1.04421649458651
overall_late_tail_next_state,baseline_m0,2008,2127,0.5448016621992472,0.5467795016455101,-0.0019778394462629523,0.11578440485243759,0.3705156498727224,0.04597257157016014,0.1711664503439188,0.01702594588098254,0.9837326478725107
overall_late_tail_next_state,baseline_m0,2009,1978,0.5422300682770418,0.564206268958544,-0.02197620068150219,0.1099675723222624,0.35601626083565824,0.03776034482897667,0.12898876206916393,0.198870904587915,1.0330342719302064
overall_late_tail_next_state,baseline_m0,2010,2128,0.5323798649432565,0.5610902255639098,-0.02871036062065324,0.11231887782811138,0.36373177987150984,0.03870524896042582,0.1963189347265996,0.25673041601102775,1.0040966333002812
overall_late_tail_next_state,baseline_m0,2011,1643,0.5307015584441503,0.5435179549604382,-0.012816396516287853,0.11558293346497164,0.3751738254332231,0.04786804037897874,0.2351125292022304,0.11089974691334815,1.0201967318694911
overall_late_tail_next_state,baseline_m0,2012,2015,0.5259711856329535,0.5468982630272953,-0.020927077394341742,0.11084767489769355,0.35935474981278664,0.04340291847408995,0.17194885199725551,0.19124137153124848,1.0620230043624057
overall_late_tail_next_state,baseline_m0,2013,2057,0.5325790901467577,0.5522605736509479,-0.01968148350419019,0.11136781549209816,0.36057864471637796,0.053047632159497,0.28663669690819227,0.17727540344488762,1.0264124146471785
overall_late_tail_next_state,baseline_m0,2014,2101,0.530290447213097,0.5178486435030938,0.012441803710003252,0.11233535192712263,0.36114863803667197,0.030193754745874834,0.11071367934290588,-0.10811042144837037,1.0283002111548607
overall_late_tail_next_state,baseline_m0,2015,2014,0.5390481116121254,0.5506454816285998,-0.011597370016474429,0.11312561086926985,0.3682941738197288,0.043597014880074225,0.24605469962460996,0.1009147038716027,1.0095522290758439
overall_late_tail_next_state,baseline_m0,2016,2013,0.5201402105530998,0.5161450571286637,0.003995153424436126,0.10807292013934178,0.34935138083865597,0.03806745075731841,0.13322532755887828,-0.03177640702236637,1.0345820923464184
overall_late_tail_next_state,baseline_m0,2017,1961,0.5371616738241805,0.5543090260071392,-0.01714735218295871,0.10980847085944113,0.3595742057268143,0.04846323391206608,0.1394378757791582,0.15456345622554263,1.0126724600791732
overall_late_tail_next_state,baseline_m0,2018,1988,0.5264788528113916,0.5362173038229376,-0.009738451011546023,0.127743599741419,0.40452269633456867,0.049949895111368194,0.28878919421270405,0.0709230413068749,0.9163226849758017
overall_late_tail_next_state,baseline_m0,2019,1655,0.5258509420576406,0.5347432024169184,-0.008892260359277815,0.10836568987581938,0.3542486018687006,0.044726335838344955,0.21896422503079316,0.083064186343128,1.0427123348060379
overall_late_tail_next_state,baseline_m0,2020,1575,0.5161252388656744,0.5307936507936508,-0.01466841192797641,0.11883184719197155,0.3828275722851293,0.031684351735046655,0.10279329810857984,0.12054490595564564,0.9843433687067626
overall_late_tail_next_state,baseline_m0,2021,1732,0.5001175006099219,0.48036951501154734,0.01974798559837454,0.0979927319830196,0.3272648183857621,0.050995774315100474,0.23115823978627564,-0.1776040531529178,1.1331661456506068
overall_late_tail_next_state,baseline_m0,2022,1873,0.509273393566645,0.5173518419647624,-0.008078448398117333,0.11388199269116171,0.36366066067732455,0.036766879419506376,0.3422694901925647,0.07434315058737401,1.0262357427741327
overall_late_tail_next_state,baseline_m0,2023,1732,0.5094914695993328,0.5404157043879908,-0.030924234788658023,0.10308048838110763,0.3349059002645689,0.045554529529531186,0.444684568408403,0.32444405179123575,1.128881762391383
overall_late_tail_next_state,baseline_m0,2024,1698,0.5157468450976006,0.5141342756183745,0.0016125694792260559,0.109378322433187,0.3568456164427978,0.03498547761077298,0.18250661566354953,-0.005876379351063937,1.0685977417255033
overall_late_tail_next_state,final_surface,2000,1951,0.5133103569515731,0.5248590466427473,-0.011548689691174174,0.11259482504468767,0.3648895248719407,0.048681320717228284,0.515905601543726,0.08476240235688247,0.9079807885629831
overall_late_tail_next_state,final_surface,2001,2066,0.5230725680780889,0.5203291384317522,0.0027434296463366703,0.10790204526560221,0.351350125773964,0.0627938535945033,0.29834143395837465,-0.036170704941511804,0.9435997646074499
overall_late_tail_next_state,final_surface,2002,2066,0.5344147493866297,0.5522749273959342,-0.017860178009304506,0.10345311483197185,0.3366031043027149,0.05028081998856456,0.15868723208106084,0.17682865894040242,1.0343954215798412
overall_late_tail_next_state,final_surface,2003,2062,0.5071849832853728,0.5179437439379243,-0.010758760652551547,0.11518553466644067,0.3715879026510114,0.04893944697773069,0.12199712412871738,0.07121711439635392,0.9047393685327293
overall_late_tail_next_state,final_surface,2004,2108,0.5249115837190343,0.5393738140417458,-0.014462230322711433,0.12164072824942798,0.38660412211761896,0.04898739124044143,0.17886209330866826,0.10478753431634748,0.8935594709815007
overall_late_tail_next_state,final_surface,2005,2161,0.5193168211289975,0.5335492827394724,-0.014232461610474978,0.11897296126731043,0.3804541923171457,0.039316037201577024,0.18195713822015164,0.10380819196138821,0.9115743913455739
overall_late_tail_next_state,final_surface,2006,2247,0.5151688514264254,0.5202492211838006,-0.005080369757375136,0.13007950571844065,0.4103411618154186,0.05518989889612324,0.1432342674988625,0.008596518306872778,0.8174469989267589
overall_late_tail_next_state,final_surface,2007,1924,0.5202609578355247,0.5327442827442828,-0.012483324908758031,0.10245126743942869,0.3368541770043184,0.064337678866096,0.29100367640184943,0.11836662332354254,0.9869578543690032
overall_late_tail_next_state,final_surface,2008,2127,0.5446742246923622,0.5467795016455101,-0.0021052769531479942,0.11471752429887255,0.3650777412533306,0.04710773949575349,0.12576774490411918,0.010250527205074455,0.9089661152188846
overall_late_tail_next_state,final_surface,2009,1978,0.5418789859929292,0.564206268958544,-0.022327282965614814,0.10904956544099015,0.35201829621998626,0.03194551938310193,0.08539213146170987,0.2016955301881723,0.9562349595327938
overall_late_tail_next_state,final_surface,2010,2128,0.5315494982110982,0.5610902255639098,-0.029540727352811547,0.1118654794047881,0.3622476780079656,0.044361137715843525,0.12900339784954107,0.2592621207846685,0.9228522561958619
overall_late_tail_next_state,final_surface,2011,1643,0.5268219970838642,0.5435179549604382,-0.016695957876573964,0.11362343934364691,0.36867702612104003,0.04231986871598346,0.13118645351858088,0.13464661602606517,0.9471234088821018
overall_late_tail_next_state,final_surface,2012,2015,0.524433560973609,0.5468982630272953,-0.022464702053686225,0.10931431029379175,0.3531176075810302,0.03816634887789794,0.3319035923303658,0.20486713577314425,0.9921185056116517
overall_late_tail_next_state,final_surface,2013,2057,0.5306865176573311,0.5522605736509479,-0.021574055993616836,0.11025214889836096,0.3557905386038975,0.04542729815862474,0.21218566662906402,0.19048884393404478,0.9534382586238863
overall_late_tail_next_state,final_surface,2014,2101,0.528148615707086,0.5178486435030938,0.010299972203992258,0.11110833283208944,0.35626343631156804,0.03962589523462176,0.2822657880662143,-0.10172810815732124,0.945012065224466
overall_late_tail_next_state,final_surface,2015,2014,0.5379448520087259,0.5506454816285998,-0.012700629619873949,0.11202609265789043,0.36448688244098,0.04024447717884276,0.1794863943289644,0.10258613763588642,0.9272814881361123
overall_late_tail_next_state,final_surface,2016,2013,0.5177146807350755,0.5161450571286637,0.0015696236064118851,0.10705043910306672,0.3439562471978344,0.04216548398088161,0.3530556890482699,-0.02566286418887038,0.9546964054397845
overall_late_tail_next_state,final_surface,2017,1961,0.5359294949634659,0.5543090260071392,-0.01837953104367329,0.10853455184467128,0.3555327227215765,0.0464815046860045,0.2239954749711911,0.15793419008590687,0.9373386336829587
overall_late_tail_next_state,final_surface,2018,1988,0.5253352442312796,0.5362173038229376,-0.010882059591658,0.12750807415982893,0.4014143479269704,0.04132121089505251,0.1847577564196925,0.06629604651930247,0.8455318475549556
overall_late_tail_next_state,final_surface,2019,1655,0.525582147076408,0.5347432024169184,-0.009161055340510371,0.10709677537512928,0.3493568045858643,0.040322035321927976,0.2447073080841463,0.0787697579408651,0.9587508937133451
overall_late_tail_next_state,final_surface,2020,1575,0.5142893771577912,0.5307936507936508,-0.0165042736358596,0.11852041966847096,0.38093503367383696,0.03461505379838397,0.1591228463980905,0.12031420127207708,0.8893494008457911
overall_late_tail_next_state,final_surface,2021,1732,0.49718949170768373,0.48036951501154734,0.016819976696136385,0.09557314727523399,0.31914209731158344,0.041832857851771925,0.41160466286364505,-0.16141551350101424,1.0350405610601934
overall_late_tail_next_state,final_surface,2022,1873,0.5076530762551338,0.5173518419647624,-0.009698765709628576,0.11367376254192595,0.3624188986021286,0.0362631934744365,0.576871265587031,0.07233161066798138,0.9325399754358588
overall_late_tail_next_state,final_surface,2023,1732,0.508245022317899,0.5404157043879908,-0.03217068207009177,0.10209835554633452,0.32904243279534134,0.046710111326670425,0.24556029205862806,0.3383083071283323,1.0469400217716969
overall_late_tail_next_state,final_surface,2024,1698,0.513618348539511,0.5141342756183745,-0.0005159270788634984,0.10828025873890762,0.35298607920692565,0.03243312291151148,0.42023483158342434,-0.0012817172175161276,0.9716189798531087
