diagnostic,brier_baseline_m0,brier_final_surface,calibration_intercept_baseline_m0,calibration_intercept_final_surface,calibration_slope_baseline_m0,calibration_slope_final_surface,ece_baseline_m0,ece_final_surface,empirical_win_rate_baseline_m0,empirical_win_rate_final_surface,gap_baseline_m0,gap_final_surface,log_loss_baseline_m0,log_loss_final_surface,mce_baseline_m0,mce_final_surface,mean_fitted_wp_baseline_m0,mean_fitted_wp_final_surface,n_baseline_m0,n_final_surface,abs_gap_change_surface_minus_baseline,gap_change_surface_minus_baseline,brier_change_surface_minus_baseline,log_loss_change_surface_minus_baseline
overall_late_tail_next_state,0.11322156389178553,0.1119629651870952,0.08325435027972995,0.08872868364038904,1.0101767871749592,0.93523047768074,0.03371628197278473,0.02949059703521225,0.5343427109974425,0.5343427109974425,-0.00945052628938492,-0.01118042197456448,0.3664223838228123,0.36109817551090817,0.12459338422655963,0.09661308872224222,0.5248921847080575,0.523162289022878,48875,48875,0.001729895685179561,-0.001729895685179561,-0.0012585987046903335,-0.005324208311904111
