diagnostic,model,n,mean_fitted_wp,empirical_win_rate,gap,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
overall_late_tail_next_state,baseline_m0,48875,0.5248921847080575,0.5343427109974425,-0.00945052628938492,0.11322156389178553,0.3664223838228123,0.03371628197278473,0.12459338422655963,0.08325435027972995,1.0101767871749592
overall_late_tail_next_state,final_surface,48875,0.523162289022878,0.5343427109974425,-0.01118042197456448,0.1119629651870952,0.36109817551090817,0.02949059703521225,0.09661308872224222,0.08872868364038904,0.93523047768074
