diagnostic,model,orientation,bin_order,time_bin,publication_role,empirical_win_rate_2PA,empirical_win_rate_3PA,gap_2PA,gap_3PA,mean_fitted_wp_2PA,mean_fitted_wp_3PA,n_2PA,n_3PA,delta_cal_gap_3pa_minus_2pa,abs_delta_cal_gap
coarse_45_300_sanity_next_state_by_shot_type,final_surface,offense,1,45-60s,reviewer_response_holdout,0.49408766564729867,0.4360713912952719,0.009872952527481438,0.017176542595760957,0.5039606181747801,0.45324793389103285,19620,9581,0.00730359006827952,0.00730359006827952
coarse_45_300_sanity_next_state_by_shot_type,final_surface,offense,2,60-120s,reviewer_response_holdout,0.4965924342919691,0.46334820652488845,0.011761128644670937,0.009586944152001786,0.50835356293664,0.47293515067689024,76741,34514,-0.002174184492669151,0.002174184492669151
coarse_45_300_sanity_next_state_by_shot_type,final_surface,offense,3,120-180s,reviewer_response_holdout,0.49885096363969605,0.4827147609418825,0.010016574181311189,0.006492378123326981,0.5088675378210072,0.48920713906520946,70929,30662,-0.003524196057984208,0.003524196057984208
coarse_45_300_sanity_next_state_by_shot_type,final_surface,offense,4,180-240s,reviewer_response_holdout,0.5041457303821824,0.49347564348703266,0.0075248372406955255,0.006813988149257377,0.5116705676228779,0.50028963163629,72243,30731,-0.0007108490914381482,0.0007108490914381482
coarse_45_300_sanity_next_state_by_shot_type,final_surface,offense,5,240-300s,reviewer_response_holdout,0.5041964224988098,0.4999036051667631,0.006463202554684688,0.0034584749896172107,0.5106596250534945,0.5033620801563803,73515,31122,-0.0030047275650674776,0.0030047275650674776
