diagnostic,shot_type,brier_baseline_m0,brier_final_surface,calibration_intercept_baseline_m0,calibration_intercept_final_surface,calibration_slope_baseline_m0,calibration_slope_final_surface,ece_baseline_m0,ece_final_surface,empirical_win_rate_baseline_m0,empirical_win_rate_final_surface,gap_baseline_m0,gap_final_surface,log_loss_baseline_m0,log_loss_final_surface,mce_baseline_m0,mce_final_surface,mean_fitted_wp_baseline_m0,mean_fitted_wp_final_surface,n_baseline_m0,n_final_surface,abs_gap_change_surface_minus_baseline,gap_change_surface_minus_baseline,brier_change_surface_minus_baseline,log_loss_change_surface_minus_baseline
targeted_down3_made_0_45,2PA,0.19054572389899924,0.1843993748461572,-1.497272003239168,-1.478358253217659,0.05087246847114576,0.07184447606568832,0.18506620337882454,0.1674620430414665,0.1785375118708452,0.1785375118708452,0.1845464918972623,0.16240384278426062,0.5733083745894627,0.5629108018415406,0.854860736099265,0.9000467274280727,0.3630840037681075,0.34094135465510583,1053,1053,-0.022142649113001678,-0.022142649113001678,-0.006146349052842032,-0.01039757274792208
targeted_down3_made_0_45,3PA,0.24465865024875813,0.24433636841963088,-0.33064793342694276,-0.32862303704411483,0.6296876845961937,0.5516549309605382,0.07242175715315437,0.06780629848421986,0.40106241699867196,0.40106241699867196,0.07064083663224469,0.06587266894038174,0.6824639058527395,0.6818806039651232,0.6705165761224929,0.728011523255066,0.47170325363091664,0.4669350859390537,753,753,-0.004768167691862946,-0.004768167691862946,-0.0003222818291272467,-0.0005833018876163498
