diagnostic,time_bin,negative_control,shot_type,brier_baseline_m0,brier_final_surface,calibration_intercept_baseline_m0,calibration_intercept_final_surface,calibration_slope_baseline_m0,calibration_slope_final_surface,ece_baseline_m0,ece_final_surface,empirical_win_rate_baseline_m0,empirical_win_rate_final_surface,gap_baseline_m0,gap_final_surface,log_loss_baseline_m0,log_loss_final_surface,mce_baseline_m0,mce_final_surface,mean_fitted_wp_baseline_m0,mean_fitted_wp_final_surface,n_baseline_m0,n_final_surface,abs_gap_change_surface_minus_baseline,gap_change_surface_minus_baseline,brier_change_surface_minus_baseline,log_loss_change_surface_minus_baseline
targeted_down3_made_time_band,0-15s,False,2PA,0.19623563923733306,0.18790357987957207,-1.6921995394544327,-1.6872774174157927,0.07201496791447785,0.06449657051829646,0.2331203951281505,0.21155939761845732,0.15085158150851583,0.15085158150851583,0.228907522773338,0.19884995302828581,0.5882893987580902,0.5767726889684316,0.854860736099265,0.9000467274280727,0.37975910428185383,0.34970153453680164,411,411,-0.030057569745052193,-0.030057569745052193,-0.00833205935776099,-0.011516709789658575
targeted_down3_made_time_band,0-15s,False,3PA,0.24485578936342045,0.24443009153652256,-0.3258375317002903,-0.31860687594135306,0.6301403666772849,0.5996894627785512,0.07617598273565997,0.0688137452574238,0.40301724137931033,0.40301724137931033,0.06996510183715554,0.06567576455373814,0.6828772547160584,0.6821125710070589,0.6705165761224929,0.728011523255066,0.4729823432164659,0.46869300593304847,464,464,-0.004289337283417405,-0.004289337283417405,-0.00042569782689788616,-0.000764683708999514
targeted_down3_made_time_band,15-30s,False,2PA,0.18468978986639634,0.17823936824554648,-1.4784078074050642,-1.489015667957143,0.1943240971648931,0.14956163387657567,0.19881907927652281,0.18535319407140496,0.17008797653958943,0.17008797653958943,0.19557515725880478,0.17451230405550214,0.560150839117711,0.5475218635809973,0.760517793939034,0.810849047844442,0.3656631337983942,0.34460028059509157,341,341,-0.021062853203302645,-0.021062853203302645,-0.0064504216208498555,-0.012628975536713716
targeted_down3_made_time_band,15-30s,False,3PA,0.24090759700810682,0.24055833740658147,-0.4141686094417662,-0.4169528999343011,1.096150343014059,0.8977038992003707,0.10241365062587865,0.0982401297084812,0.36645962732919257,0.36645962732919257,0.1024136506258787,0.0967748688003669,0.6748481631839438,0.6741530522573665,0.15268386260376737,0.2794006743588163,0.4688732779550713,0.46323449612955947,161,161,-0.005638781825511807,-0.005638781825511807,-0.00034925960152534796,-0.0006951109265772581
targeted_down3_made_time_band,30-45s,False,2PA,0.1894105687530271,0.1865931754510567,-1.0348801107911938,-0.9923424122706493,0.28967861324076355,0.3252589010518616,0.11323740038073468,0.10052678915150509,0.22591362126245848,0.22591362126245848,0.11147951987615565,0.09892099692450082,0.567758602704285,0.5614170886777309,0.46753074598998295,0.519040281826759,0.3373931411386141,0.3248346181869593,301,301,-0.012558522951654827,-0.012558522951654827,-0.0028173933019703945,-0.00634151402655414
targeted_down3_made_time_band,30-45s,False,3PA,0.24866214261236383,0.24874867675449958,-0.23926484154668357,-0.2485932315725621,0.1022194679878968,0.0194720126810895,0.03312613266307495,0.04043994991869491,0.4375,0.4375,0.033126132663075014,0.027717274080576892,0.6905446925488034,0.6907595345705191,0.6293970240033745,0.665956238824575,0.470626132663075,0.4652172740805769,128,128,-0.005408858582498122,-0.005408858582498122,8.653414213574684e-05,0.0002148420217157332
targeted_down3_made_time_band,45-60s,True,2PA,0.2226190031251224,0.22455856945791056,-0.1890239154214152,-0.36029414071071214,0.7181798458101374,0.47645366961691593,0.06043704771503223,0.058323444907546734,0.3402061855670103,0.3402061855670103,0.0012663500004408412,0.007531299565495364,0.63766628215053,0.6417325622809898,0.12650251746822372,0.07846571116851897,0.34147253556745116,0.3477374851325057,291,291,0.006264949565054523,0.006264949565054523,0.0019395663327881618,0.004066280130459843
targeted_down3_made_time_band,45-60s,True,3PA,0.24865620870321936,0.24966075232030077,-0.3487448003400072,-0.36414767216724026,0.02183753589230295,-0.1261056900622255,0.1234361513953788,0.11781266399796164,0.4132231404958678,0.4132231404958678,0.06490357337978475,0.06030779148715093,0.6903403942787909,0.692390546443497,0.39410526284263103,0.397563558957494,0.47812671387565253,0.4735309319830187,121,121,-0.004595781892633821,-0.004595781892633821,0.0010045436170814104,0.002050152164706054
