diagnostic,shot_type,brier_baseline_m0,brier_final_surface,calibration_intercept_baseline_m0,calibration_intercept_final_surface,calibration_slope_baseline_m0,calibration_slope_final_surface,ece_baseline_m0,ece_final_surface,empirical_win_rate_baseline_m0,empirical_win_rate_final_surface,gap_baseline_m0,gap_final_surface,log_loss_baseline_m0,log_loss_final_surface,mce_baseline_m0,mce_final_surface,mean_fitted_wp_baseline_m0,mean_fitted_wp_final_surface,n_baseline_m0,n_final_surface,abs_gap_change_surface_minus_baseline,gap_change_surface_minus_baseline,brier_change_surface_minus_baseline,log_loss_change_surface_minus_baseline
stress_down3_made_le5,2PA,0.1691037103072845,0.1567526559207781,-2.0223251204924244,-2.020297571290409,0.5747921848959636,0.4293254837795287,0.3068414853709156,0.2733277233305789,0.09333333333333334,0.09333333333333334,0.2734488932148427,0.23910025318868644,0.5286395239726347,0.5089150102633268,0.764332601397784,0.8268582670781011,0.36678222654817605,0.33243358652201976,75,75,-0.034348640026156285,-0.034348640026156285,-0.012351054386506383,-0.019724513709307945
stress_down3_made_le5,3PA,0.2451992051733116,0.24587605785522093,-0.267127298227238,-0.2713454828130826,0.8552670470876035,0.661373153694768,0.07317623933823635,0.06935042153887831,0.4187192118226601,0.4187192118226601,0.0628219966563408,0.05939476732021165,0.6836091826849215,0.6851572149199273,0.6705165761224929,0.728011523255066,0.4815412084790009,0.47811397914287174,203,203,-0.003427229336129156,-0.003427229336129156,0.0006768526819093401,0.0015480322350057696
