diagnostic,season,brier_baseline_m0,brier_final_surface,calibration_intercept_baseline_m0,calibration_intercept_final_surface,calibration_slope_baseline_m0,calibration_slope_final_surface,ece_baseline_m0,ece_final_surface,empirical_win_rate_baseline_m0,empirical_win_rate_final_surface,gap_baseline_m0,gap_final_surface,log_loss_baseline_m0,log_loss_final_surface,mce_baseline_m0,mce_final_surface,mean_fitted_wp_baseline_m0,mean_fitted_wp_final_surface,n_baseline_m0,n_final_surface,abs_gap_change_surface_minus_baseline,gap_change_surface_minus_baseline,brier_change_surface_minus_baseline,log_loss_change_surface_minus_baseline
overall_late_tail_next_state,2010,0.11231887782811138,0.1118654794047881,0.25673041601102775,0.2592621207846685,1.0040966333002812,0.9228522561958619,0.03870524896042582,0.044361137715843525,0.5610902255639098,0.5610902255639098,-0.02871036062065324,-0.029540727352811547,0.36373177987150984,0.3622476780079656,0.1963189347265996,0.12900339784954107,0.5323798649432565,0.5315494982110982,2128,2128,0.0008303667321583053,-0.0008303667321583053,-0.00045339842332328684,-0.0014841018635442516
overall_late_tail_next_state,2011,0.11558293346497164,0.11362343934364691,0.11089974691334815,0.13464661602606517,1.0201967318694911,0.9471234088821018,0.04786804037897874,0.04231986871598346,0.5435179549604382,0.5435179549604382,-0.012816396516287853,-0.016695957876573964,0.3751738254332231,0.36867702612104003,0.2351125292022304,0.13118645351858088,0.5307015584441503,0.5268219970838642,1643,1643,0.00387956136028611,-0.00387956136028611,-0.001959494121324734,-0.006496799312183055
overall_late_tail_next_state,2012,0.11084767489769355,0.10931431029379175,0.19124137153124848,0.20486713577314425,1.0620230043624057,0.9921185056116517,0.04340291847408995,0.03816634887789794,0.5468982630272953,0.5468982630272953,-0.020927077394341742,-0.022464702053686225,0.35935474981278664,0.3531176075810302,0.17194885199725551,0.3319035923303658,0.5259711856329535,0.524433560973609,2015,2015,0.0015376246593444831,-0.0015376246593444831,-0.001533364603901799,-0.006237142231756421
overall_late_tail_next_state,2013,0.11136781549209816,0.11025214889836096,0.17727540344488762,0.19048884393404478,1.0264124146471785,0.9534382586238863,0.053047632159497,0.04542729815862474,0.5522605736509479,0.5522605736509479,-0.01968148350419019,-0.021574055993616836,0.36057864471637796,0.3557905386038975,0.28663669690819227,0.21218566662906402,0.5325790901467577,0.5306865176573311,2057,2057,0.0018925724894266471,-0.0018925724894266471,-0.0011156665937371996,-0.004788106112480484
overall_late_tail_next_state,2014,0.11233535192712263,0.11110833283208944,-0.10811042144837037,-0.10172810815732124,1.0283002111548607,0.945012065224466,0.030193754745874834,0.03962589523462176,0.5178486435030938,0.5178486435030938,0.012441803710003252,0.010299972203992258,0.36114863803667197,0.35626343631156804,0.11071367934290588,0.2822657880662143,0.530290447213097,0.528148615707086,2101,2101,-0.002141831506010994,-0.002141831506010994,-0.0012270190950331855,-0.004885201725103927
overall_late_tail_next_state,2015,0.11312561086926985,0.11202609265789043,0.1009147038716027,0.10258613763588642,1.0095522290758439,0.9272814881361123,0.043597014880074225,0.04024447717884276,0.5506454816285998,0.5506454816285998,-0.011597370016474429,-0.012700629619873949,0.3682941738197288,0.36448688244098,0.24605469962460996,0.1794863943289644,0.5390481116121254,0.5379448520087259,2014,2014,0.0011032596033995201,-0.0011032596033995201,-0.0010995182113794216,-0.0038072913787488005
overall_late_tail_next_state,2016,0.10807292013934178,0.10705043910306672,-0.03177640702236637,-0.02566286418887038,1.0345820923464184,0.9546964054397845,0.03806745075731841,0.04216548398088161,0.5161450571286637,0.5161450571286637,0.003995153424436126,0.0015696236064118851,0.34935138083865597,0.3439562471978344,0.13322532755887828,0.3530556890482699,0.5201402105530998,0.5177146807350755,2013,2013,-0.0024255298180242413,-0.0024255298180242413,-0.001022481036275058,-0.005395133640821559
overall_late_tail_next_state,2017,0.10980847085944113,0.10853455184467128,0.15456345622554263,0.15793419008590687,1.0126724600791732,0.9373386336829587,0.04846323391206608,0.0464815046860045,0.5543090260071392,0.5543090260071392,-0.01714735218295871,-0.01837953104367329,0.3595742057268143,0.3555327227215765,0.1394378757791582,0.2239954749711911,0.5371616738241805,0.5359294949634659,1961,1961,0.0012321788607145834,-0.0012321788607145834,-0.0012739190147698504,-0.0040414830052378226
overall_late_tail_next_state,2018,0.127743599741419,0.12750807415982893,0.0709230413068749,0.06629604651930247,0.9163226849758017,0.8455318475549556,0.049949895111368194,0.04132121089505251,0.5362173038229376,0.5362173038229376,-0.009738451011546023,-0.010882059591658,0.40452269633456867,0.4014143479269704,0.28878919421270405,0.1847577564196925,0.5264788528113916,0.5253352442312796,1988,1988,0.0011436085801119766,-0.0011436085801119766,-0.0002355255815900681,-0.0031083484075982715
overall_late_tail_next_state,2019,0.10836568987581938,0.10709677537512928,0.083064186343128,0.0787697579408651,1.0427123348060379,0.9587508937133451,0.044726335838344955,0.040322035321927976,0.5347432024169184,0.5347432024169184,-0.008892260359277815,-0.009161055340510371,0.3542486018687006,0.3493568045858643,0.21896422503079316,0.2447073080841463,0.5258509420576406,0.525582147076408,1655,1655,0.0002687949812325563,-0.0002687949812325563,-0.0012689145006900965,-0.0048917972828362855
overall_late_tail_next_state,2020,0.11883184719197155,0.11852041966847096,0.12054490595564564,0.12031420127207708,0.9843433687067626,0.8893494008457911,0.031684351735046655,0.03461505379838397,0.5307936507936508,0.5307936507936508,-0.01466841192797641,-0.0165042736358596,0.3828275722851293,0.38093503367383696,0.10279329810857984,0.1591228463980905,0.5161252388656744,0.5142893771577912,1575,1575,0.0018358617078831907,-0.0018358617078831907,-0.0003114275235005931,-0.0018925386112923492
overall_late_tail_next_state,2021,0.0979927319830196,0.09557314727523399,-0.1776040531529178,-0.16141551350101424,1.1331661456506068,1.0350405610601934,0.050995774315100474,0.041832857851771925,0.48036951501154734,0.48036951501154734,0.01974798559837454,0.016819976696136385,0.3272648183857621,0.31914209731158344,0.23115823978627564,0.41160466286364505,0.5001175006099219,0.49718949170768373,1732,1732,-0.002928008902238155,-0.002928008902238155,-0.0024195847077856103,-0.008122721074178663
overall_late_tail_next_state,2022,0.11388199269116171,0.11367376254192595,0.07434315058737401,0.07233161066798138,1.0262357427741327,0.9325399754358588,0.036766879419506376,0.0362631934744365,0.5173518419647624,0.5173518419647624,-0.008078448398117333,-0.009698765709628576,0.36366066067732455,0.3624188986021286,0.3422694901925647,0.576871265587031,0.509273393566645,0.5076530762551338,1873,1873,0.0016203173115112435,-0.0016203173115112435,-0.00020823014923576633,-0.0012417620751959402
overall_late_tail_next_state,2023,0.10308048838110763,0.10209835554633452,0.32444405179123575,0.3383083071283323,1.128881762391383,1.0469400217716969,0.045554529529531186,0.046710111326670425,0.5404157043879908,0.5404157043879908,-0.030924234788658023,-0.03217068207009177,0.3349059002645689,0.32904243279534134,0.444684568408403,0.24556029205862806,0.5094914695993328,0.508245022317899,1732,1732,0.001246447281433749,-0.001246447281433749,-0.0009821328347731084,-0.005863467469227557
overall_late_tail_next_state,2024,0.109378322433187,0.10828025873890762,-0.005876379351063937,-0.0012817172175161276,1.0685977417255033,0.9716189798531087,0.03498547761077298,0.03243312291151148,0.5141342756183745,0.5141342756183745,0.0016125694792260559,-0.0005159270788634984,0.3568456164427978,0.35298607920692565,0.18250661566354953,0.42023483158342434,0.5157468450976006,0.513618348539511,1698,1698,-0.0010966424003625574,-0.0021284965580895543,-0.0010980636942793803,-0.0038595372358721236
