n_rows,propensity_mean,propensity_std,propensity_min,propensity_max,propensity_q01,propensity_q05,propensity_q10,propensity_q50,propensity_q90,propensity_q95,propensity_q99,overlap_threshold,overlap_rate,overlap_low_rate,overlap_high_rate,n_rows_binary_treatment,treat_a_rate,logloss,brier,extreme_threshold,extreme_rate,ipw_var,calibration_ece,calibration_mce
325791,0.3267984329020094,0.12823732500012408,0.05858862027525902,0.9432440400123596,0.12522144615650177,0.1662353053689003,0.19272130727767944,0.2998071014881134,0.4839549958705902,0.5794939994812012,0.7726382732391353,0.05,1.0,0.0,0.0,325791,0.32687520526963604,0.5841057867356115,0.1991460218578632,0.05,0.0,0.9835910413246434,0.013499147411713909,0.08186242415677364
