time_left_game,score_diff,cate_value,tau_mean_ensemble,tau_catboost,tau_xgb,tau_lgbm,tau_std_across_models,tau_sign_agree_ratio,tau_sign_disagree,n_in_cell,cell_count,cell_count_log1p,time_cell_width,cell_density,cell_density_log1p,shown_in_figure
52.5,-8.0,0.0007993262455177,0.0007993262455177,0.0022449612151831,-0.0007713584927842,0.0009243760141544,0.0012345779923102,0.6666666666666666,1,615,615,6.423246963533519,11.25,54.666666666666664,4.019381523748645,True
52.5,-7.0,0.0061350874602794,0.0061350874602794,0.0083170440047979,0.0056224470026791,0.0044657713733613,0.0016135210771249,1.0,0,650,650,6.478509642208569,11.25,57.77777777777778,4.07376385452208,True
52.5,-6.0,0.0062309894710779,0.0062309894710779,0.0084504950791597,0.0051262830384075,0.0051161902956664,0.0015694328750844,1.0,0,693,693,6.542471960506805,11.25,61.6,4.136765278106052,True
52.5,-5.0,0.0078060881545146,0.0078060881545146,0.0082407798618078,0.0096687078475952,0.0055087767541408,0.0017258764605969,1.0,0,737,737,6.6039438246004725,11.25,65.5111111111111,4.197369018082379,True
52.5,-4.0,0.0062868578825145,0.0062868578825145,0.0068834624253213,0.0092930765822529,0.0026840346399694,0.0027309109083587,1.0,0,735,735,6.601230118728877,11.25,65.33333333333333,4.194692536056382,True
52.5,-3.0,0.0069041320433219,0.0069041320433219,0.0072184484452009,0.0099449921399354,0.0035489555448293,0.0026206127949841,1.0,0,741,741,6.60934924316738,11.25,65.86666666666666,4.202700586859725,True
52.5,-2.0,0.006868389279892,0.006868389279892,0.0071112201549112,0.0099449921399354,0.0035489555448293,0.0026168105468147,1.0,0,803,803,6.6895992691789665,11.25,71.37777777777778,4.281899315505914,True
52.5,-1.0,0.0073728514059136,0.0073728514059136,0.0086875269189476,0.0105691822245717,0.0028618450742214,0.0032809592363332,1.0,0,775,775,6.654152520183219,11.25,68.88888888888889,4.246906679364221,True
52.5,0.0,0.0026438440351436,0.0026438440351436,0.001478336052969,0.0047899330966174,0.0016632629558444,0.0015193909272435,1.0,0,820,820,6.710523109452428,11.25,72.88888888888889,4.302562463319635,True
52.5,1.0,-0.0001037598509962,-0.0001037598509962,-0.0012557810405269,0.0023984434083104,-0.0014539419207721,0.0017711733957612,0.3333333333333333,1,702,702,6.555356891810665,11.25,62.4,4.14946386144318,True
52.5,2.0,-0.0019528651221965,-0.0019528651221965,-0.0034072797279804,-0.0017530645709484,-0.0006982510676607,0.0011149437252817,0.0,0,669,669,6.507277712385012,11.25,59.46666666666667,4.102092249012927,True
52.5,3.0,-0.0040690802658597,-0.0040690802658597,-0.0049381610006093,-0.0046000364236533,-0.0026690433733165,0.0009995530777125,0.0,0,690,690,6.53813982376767,11.25,61.333333333333336,4.132496328186477,True
52.5,4.0,-2.26816015735191e-05,-2.26816015735191e-05,2.4644608856760897e-05,-0.0011142819421365,0.0010215925285592,0.0008726090251988,0.6666666666666666,1,603,603,6.403574197934815,11.25,53.6,4.000033882750859,True
