time_left_game,score_diff,cell_count,cell_count_log1p,time_cell_width,cell_density,cell_density_log1p
41.25,-5.0,685,6.530877627725885,11.25,60.888888888888886,4.125340662591064
41.25,-4.0,753,6.625392368007956,11.25,66.93333333333334,4.2185268321205145
41.25,-3.0,687,6.5337888379333435,11.25,61.06666666666667,4.128209076174857
41.25,-2.0,776,6.655440350367647,11.25,68.97777777777777,4.2481777313307045
41.25,-1.0,772,6.650279048587422,11.25,68.62222222222222,4.243083801181872
41.25,0.0,805,6.692083742506628,11.25,71.55555555555556,4.284352551940212
41.25,1.0,680,6.523562306149512,11.25,60.44444444444444,4.118133424186116
41.25,2.0,650,6.478509642208569,11.25,57.77777777777778,4.07376385452208
41.25,3.0,678,6.520621127558696,11.25,60.266666666666666,4.115235921253477
41.25,4.0,548,6.3080984415095305,11.25,48.71111111111111,3.90622847171981
41.25,5.0,509,6.234410725718371,11.25,45.24444444444445,3.833941336623315
41.25,6.0,450,6.111467339502679,11.25,40.0,3.713572066704308
41.25,7.0,348,5.855071922202427,11.25,30.933333333333334,3.4636503963087053
41.25,8.0,337,5.823045895483019,11.25,29.955555555555556,3.432552484009486
41.25,9.0,318,5.765191102784844,11.25,28.266666666666666,3.3764492119729614
41.25,10.0,309,5.736572297479192,11.25,27.466666666666665,3.3487338121264143
52.5,-10.0,594,6.38856140554563,11.25,52.8,3.9852734671677386
52.5,-9.0,637,6.45833828334479,11.25,56.62222222222222,4.053908295768345
52.5,-8.0,615,6.423246963533519,11.25,54.666666666666664,4.019381523748645
52.5,-7.0,650,6.478509642208569,11.25,57.77777777777778,4.07376385452208
52.5,-6.0,693,6.542471960506805,11.25,61.6,4.136765278106052
52.5,-5.0,737,6.6039438246004725,11.25,65.5111111111111,4.197369018082379
52.5,-4.0,735,6.601230118728877,11.25,65.33333333333333,4.194692536056382
52.5,-3.0,741,6.60934924316738,11.25,65.86666666666666,4.202700586859725
52.5,-2.0,803,6.6895992691789665,11.25,71.37777777777778,4.281899315505914
52.5,-1.0,775,6.654152520183219,11.25,68.88888888888889,4.246906679364221
52.5,0.0,820,6.710523109452428,11.25,72.88888888888889,4.302562463319635
52.5,1.0,702,6.555356891810665,11.25,62.4,4.14946386144318
52.5,2.0,669,6.507277712385012,11.25,59.46666666666667,4.102092249012927
52.5,3.0,690,6.53813982376767,11.25,61.333333333333336,4.132496328186477
52.5,4.0,603,6.403574197934815,11.25,53.6,4.000033882750859
52.5,5.0,544,6.300785794663244,11.25,48.355555555555554,3.899050334124108
52.5,6.0,541,6.295266001439646,11.25,48.08888888888889,3.8936327136497972
52.5,7.0,487,6.1903154058531475,11.25,43.28888888888889,3.790733830442475
52.5,8.0,434,6.075346031088684,11.25,38.577777777777776,3.6782677935193417
52.5,9.0,412,6.023447592961033,11.25,36.62222222222222,3.6275948923628154
52.5,10.0,380,5.942799375126701,11.25,33.77777777777778,3.548978613203934
63.75,-10.0,474,6.163314804034641,11.25,42.13333333333333,3.7642960933986904
63.75,-9.0,532,6.278521424165844,11.25,47.28888888888889,3.87720149048611
63.75,-8.0,542,6.297109319933935,11.25,48.17777777777778,3.8954418502807298
63.75,-7.0,533,6.280395838960195,11.25,47.37777777777778,3.8790405714642278
63.75,-6.0,586,6.375024819828097,11.25,52.08888888888889,3.97196765755549
63.75,-5.0,655,6.486160788944089,11.25,58.22222222222222,4.081296846829625
63.75,-4.0,603,6.403574197934815,11.25,53.6,4.000033882750859
63.75,-3.0,690,6.53813982376767,11.25,61.333333333333336,4.132496328186477
63.75,-2.0,686,6.532334292222349,11.25,60.977777777777774,4.126775897857169
63.75,-1.0,668,6.505784060128229,11.25,59.37777777777778,4.100621119656028
63.75,0.0,726,6.588926477533519,11.25,64.53333333333333,4.182558919044957
63.75,1.0,661,6.495265555937008,11.25,58.75555555555555,4.090262166498545
63.75,2.0,649,6.476972362889683,11.25,57.68888888888889,4.072250422526812
63.75,3.0,648,6.47543271670409,11.25,57.6,4.070734696582967
63.75,4.0,575,6.3561076606958915,11.25,51.111111111111114,3.95337819111006
63.75,5.0,510,6.236369590203704,11.25,45.333333333333336,3.835861644462582
63.75,6.0,524,6.263398262591624,11.25,46.577777777777776,3.862365798819363
63.75,7.0,431,6.068425588244111,11.25,38.31111111111111,3.6715072043894654
63.75,8.0,414,6.028278520230698,11.25,36.8,3.632309102625542
63.75,9.0,362,5.8944028342648505,11.25,32.17777777777778,3.5018803077688707
63.75,10.0,344,5.84354441703136,11.25,30.57777777777778,3.452453638326781
75.0,-10.0,501,6.218600119691729,11.25,44.53333333333333,3.81844465846858
75.0,-9.0,481,6.1779441140506,11.25,42.75555555555555,3.778618588868806
75.0,-8.0,488,6.192362489474872,11.25,43.37777777777778,3.7927388436454956
75.0,-7.0,534,6.282266746896006,11.25,47.46666666666667,3.880876276431309
75.0,-6.0,614,6.421622267806518,11.25,54.577777777777776,4.0177834411073
75.0,-5.0,593,6.386879319362645,11.25,52.71111111111111,3.9836198909331633
75.0,-4.0,587,6.376726947898627,11.25,52.17777777777778,3.9736405981380534
75.0,-3.0,661,6.495265555937008,11.25,58.75555555555555,4.090262166498545
75.0,-2.0,661,6.495265555937008,11.25,58.75555555555555,4.090262166498545
75.0,-1.0,712,6.569481420414296,11.25,63.28888888888889,4.163386815205816
75.0,0.0,685,6.530877627725885,11.25,60.888888888888886,4.125340662591064
75.0,1.0,634,6.453624998892692,11.25,56.355555555555554,4.049269709948294
75.0,2.0,719,6.579251212010101,11.25,63.91111111111111,4.173018812617421
75.0,3.0,630,6.447305862541213,11.25,56.0,4.04305126783455
75.0,4.0,567,6.342121418721152,11.25,50.4,3.9396381724611196
75.0,5.0,491,6.198478716492308,11.25,43.644444444444446,3.798729875044615
75.0,6.0,483,6.182084906716632,11.25,42.93333333333333,3.782673333400297
75.0,7.0,436,6.07993319509559,11.25,38.75555555555555,3.682749593738399
75.0,8.0,388,5.963579343618446,11.25,34.48888888888889,3.5692196584446925
75.0,9.0,388,5.963579343618446,11.25,34.48888888888889,3.5692196584446925
75.0,10.0,361,5.891644211825771,11.25,32.08888888888889,3.4991975429136892
86.25,-10.0,410,6.018593214496234,11.25,36.44444444444444,3.6228583530161425
86.25,-9.0,496,6.208590026096629,11.25,44.08888888888889,3.808635850055495
86.25,-8.0,527,6.269096283706261,11.25,46.84444444444444,3.867955007594043
86.25,-7.0,499,6.214608098422191,11.25,44.355555555555554,3.8145326730395253
86.25,-6.0,584,6.371611847231857,11.25,51.91111111111111,3.968613356716543
86.25,-5.0,608,6.411818267709897,11.25,54.044444444444444,4.0081409397190395
86.25,-4.0,645,6.470799503782602,11.25,57.333333333333336,4.0661736852554045
86.25,-3.0,660,6.493753839851687,11.25,58.666666666666664,4.088773517172645
86.25,-2.0,996,6.904750769961838,11.25,88.53333333333333,4.494610995421027
86.25,-1.0,658,6.490723534502507,11.25,58.48888888888889,4.085789553750033
86.25,0.0,780,6.660575149839686,11.25,69.33333333333333,4.253245844807957
86.25,1.0,649,6.476972362889683,11.25,57.68888888888889,4.072250422526812
86.25,2.0,644,6.4692503167957724,11.25,57.24444444444445,4.064648713553087
86.25,3.0,613,6.419994928147142,11.25,54.48888888888889,4.016182800509453
86.25,4.0,568,6.343880434126331,11.25,50.48888888888889,3.9413660346620563
86.25,5.0,571,6.349138991379798,11.25,50.75555555555555,3.946531780114021
86.25,6.0,500,6.2166061010848646,11.25,44.44444444444444,3.816490578706582
86.25,7.0,433,6.073044534100405,11.25,38.48888888888889,3.6760193383843314
86.25,8.0,447,6.104793232414985,11.25,39.733333333333334,3.707046758069385
86.25,9.0,393,5.976350909297934,11.25,34.93333333333333,3.581665369806787
86.25,10.0,364,5.8998973535824915,11.25,32.355555555555554,3.507224341863142
97.5,-10.0,483,6.182084906716632,11.25,42.93333333333333,3.782673333400297
97.5,-9.0,460,6.133398042996649,11.25,40.888888888888886,3.7350206101117913
97.5,-8.0,530,6.274762021241939,11.25,47.111111111111114,3.8735131506662706
97.5,-7.0,517,6.249975242259483,11.25,45.955555555555556,3.8492015278457368
97.5,-6.0,598,6.395261598115449,11.25,53.15555555555556,3.9918605638548863
97.5,-5.0,657,6.489204931325317,11.25,58.4,4.084294226368599
97.5,-4.0,703,6.556778356158042,11.25,62.48888888888889,4.150864912460453
97.5,-3.0,727,6.590301048196686,11.25,64.62222222222222,4.183914391973603
97.5,-2.0,754,6.626717749249025,11.25,67.02222222222223,4.219834449175093
97.5,-1.0,747,6.617402977974478,11.25,66.4,4.210645017918261
97.5,0.0,812,6.70073110954781,11.25,72.17777777777778,4.292891792606045
97.5,1.0,658,6.490723534502507,11.25,58.48888888888889,4.085789553750033
97.5,2.0,742,6.610696044717759,11.25,65.95555555555555,4.204029049359981
97.5,3.0,678,6.520621127558696,11.25,60.266666666666666,4.115235921253477
97.5,4.0,602,6.401917196727186,11.25,53.51111111111111,3.9984045544881694
97.5,5.0,542,6.297109319933935,11.25,48.17777777777778,3.8954418502807298
97.5,6.0,568,6.343880434126331,11.25,50.48888888888889,3.9413660346620563
97.5,7.0,467,6.148468295917647,11.25,41.51111111111111,3.749765479669933
97.5,8.0,510,6.236369590203704,11.25,45.333333333333336,3.835861644462582
97.5,9.0,439,6.0867747269123065,11.25,39.022222222222226,3.6894348554056364
97.5,10.0,397,5.986452005284438,11.25,35.28888888888889,3.5915116032001455
108.75,-10.0,483,6.182084906716632,11.25,42.93333333333333,3.782673333400297
108.75,-9.0,484,6.184148890937483,11.25,43.022222222222226,3.784694556928231
108.75,-8.0,508,6.2324480165505225,11.25,45.15555555555556,3.8320173341057924
108.75,-7.0,773,6.651571873589727,11.25,68.71111111111111,4.244359718420358
108.75,-6.0,556,6.322565239927284,11.25,49.422222222222224,3.920431995009522
108.75,-5.0,604,6.405228458030842,11.25,53.68888888888889,4.001660560620736
108.75,-4.0,644,6.4692503167957724,11.25,57.24444444444445,4.064648713553087
108.75,-3.0,621,6.432940092739179,11.25,55.2,4.028916756899646
108.75,-2.0,733,6.598509028614515,11.25,65.15555555555555,4.192008871245457
108.75,-1.0,645,6.470799503782602,11.25,57.333333333333336,4.0661736852554045
108.75,0.0,690,6.53813982376767,11.25,61.333333333333336,4.132496328186477
108.75,1.0,611,6.416732282512326,11.25,54.31111111111111,4.012973812597272
108.75,2.0,644,6.4692503167957724,11.25,57.24444444444445,4.064648713553087
108.75,3.0,622,6.434546518787453,11.25,55.28888888888889,4.030497160231356
108.75,4.0,580,6.364750756851911,11.25,51.55555555555556,3.9618708111557135
108.75,5.0,466,6.1463292576688975,11.25,41.422222222222224,3.747672333955428
108.75,6.0,448,6.1070228877422545,11.25,39.82222222222222,3.709226595444806
108.75,7.0,461,6.135564891081739,11.25,40.977777777777774,3.7371403777311896
108.75,8.0,417,6.035481432524756,11.25,37.06666666666667,3.6393390085538004
108.75,9.0,366,5.905361848054571,11.25,32.53333333333333,3.512539968997529
108.75,10.0,345,5.846438775057724,11.25,30.666666666666668,3.455264602932431
120.0,-10.0,432,6.07073772800249,11.25,38.4,3.673765816303888
120.0,-9.0,436,6.07993319509559,11.25,38.75555555555555,3.682749593738399
120.0,-8.0,468,6.150602768446279,11.25,41.6,3.751854253275325
120.0,-7.0,484,6.184148890937483,11.25,43.022222222222226,3.784694556928231
120.0,-6.0,488,6.192362489474872,11.25,43.37777777777778,3.7927388436454956
120.0,-5.0,534,6.282266746896006,11.25,47.46666666666667,3.880876276431309
120.0,-4.0,590,6.3818160174060985,11.25,52.44444444444444,3.978642692769542
120.0,-3.0,611,6.416732282512326,11.25,54.31111111111111,4.012973812597272
120.0,-2.0,692,6.541029999189903,11.25,61.51111111111111,4.135344318719537
120.0,-1.0,646,6.472346294500901,11.25,57.422222222222224,4.067696334959561
120.0,0.0,686,6.532334292222349,11.25,60.977777777777774,4.126775897857169
120.0,1.0,600,6.398594934535208,11.25,53.333333333333336,3.9951379121386528
120.0,2.0,633,6.452048954437226,11.25,56.266666666666666,4.047718720882045
120.0,3.0,591,6.3835066348840055,11.25,52.53333333333333,3.9803045128445516
120.0,4.0,566,6.340359303727752,11.25,50.31111111111111,3.9379073195841756
120.0,5.0,496,6.208590026096629,11.25,44.08888888888889,3.808635850055495
120.0,6.0,441,6.091309882077698,11.25,39.2,3.6938669956249752
120.0,7.0,413,6.025865973825314,11.25,36.71111111111111,3.6299547754639065
120.0,8.0,407,6.0112671744041615,11.25,36.17777777777778,3.615711211216504
120.0,9.0,368,5.910796644040527,11.25,32.71111111111111,3.5178274895782122
120.0,10.0,324,5.783825182329737,11.25,28.8,3.3945083935113587
131.25,-10.0,386,5.958424693029782,11.25,34.31111111111111,3.5641976767663963
131.25,-9.0,399,5.991464547107982,11.25,35.46666666666667,3.596398601319771
131.25,-8.0,450,6.111467339502679,11.25,40.0,3.713572066704308
131.25,-7.0,458,6.129050210060545,11.25,40.71111111111111,3.730767546816189
131.25,-6.0,528,6.270988431858299,11.25,46.93333333333333,3.8698111566188365
131.25,-5.0,531,6.2766434893416445,11.25,47.2,3.8753590210565547
131.25,-4.0,599,6.396929655216146,11.25,53.24444444444445,3.9935005806226402
131.25,-3.0,615,6.423246963533519,11.25,54.666666666666664,4.019381523748645
131.25,-2.0,686,6.532334292222349,11.25,60.977777777777774,4.126775897857169
131.25,-1.0,637,6.45833828334479,11.25,56.62222222222222,4.053908295768345
131.25,0.0,700,6.55250788703459,11.25,62.22222222222222,4.146655856790112
131.25,1.0,607,6.410174881966167,11.25,53.955555555555556,4.006524777751096
131.25,2.0,603,6.403574197934815,11.25,53.6,4.000033882750859
131.25,3.0,542,6.297109319933935,11.25,48.17777777777778,3.8954418502807298
131.25,4.0,517,6.249975242259483,11.25,45.955555555555556,3.8492015278457368
131.25,5.0,438,6.0844994130751715,11.25,38.93333333333333,3.687211397013239
131.25,6.0,433,6.073044534100405,11.25,38.48888888888889,3.6760193383843314
131.25,7.0,439,6.0867747269123065,11.25,39.022222222222226,3.6894348554056364
131.25,8.0,382,5.948034989180646,11.25,33.955555555555556,3.554077413287958
131.25,9.0,328,5.796057750765372,11.25,29.155555555555555,3.4063691700645493
131.25,10.0,334,5.814130531825066,11.25,29.68888888888889,3.4239006636389724
142.5,-10.0,419,6.040254711277414,11.25,37.24444444444445,3.64399830644122
142.5,-9.0,431,6.068425588244111,11.25,38.31111111111111,3.6715072043894654
142.5,-8.0,463,6.139884552226255,11.25,41.15555555555556,3.7413664801646944
142.5,-7.0,488,6.192362489474872,11.25,43.37777777777778,3.7927388436454956
142.5,-6.0,529,6.272877006546167,11.25,47.022222222222226,3.8716638667365664
142.5,-5.0,603,6.403574197934815,11.25,53.6,4.000033882750859
142.5,-4.0,642,6.466144724237619,11.25,57.06666666666667,4.061591775750292
142.5,-3.0,676,6.517671272912275,11.25,60.08888888888889,4.112329998394926
142.5,-2.0,739,6.606650186198215,11.25,65.68888888888888,4.200038355670047
142.5,-1.0,702,6.555356891810665,11.25,62.4,4.14946386144318
142.5,0.0,766,6.642486801367256,11.25,68.08888888888889,4.235393920288434
142.5,1.0,654,6.484635235635252,11.25,58.13333333333333,4.07979478120737
142.5,2.0,640,6.46302945692067,11.25,56.888888888888886,4.058525464417148
142.5,3.0,599,6.396929655216146,11.25,53.24444444444445,3.9935005806226402
142.5,4.0,576,6.3578422665081,11.25,51.2,3.955082494888593
142.5,5.0,498,6.212606095751519,11.25,44.266666666666666,3.812570926456486
142.5,6.0,487,6.1903154058531475,11.25,43.28888888888889,3.790733830442475
142.5,7.0,436,6.07993319509559,11.25,38.75555555555555,3.682749593738399
142.5,8.0,455,6.1224928095143865,11.25,40.44444444444444,3.724353842307596
142.5,9.0,399,5.991464547107982,11.25,35.46666666666667,3.596398601319771
142.5,10.0,391,5.971261839790462,11.25,34.75555555555555,3.5767056572220635
153.75,-10.0,398,5.988961416889864,11.25,35.37777777777778,3.5939580876008153
153.75,-9.0,392,5.973809611869261,11.25,34.84444444444444,3.579188588354889
153.75,-8.0,425,6.054439346269371,11.25,37.77777777777778,3.657847344866208
153.75,-7.0,744,6.61338421837956,11.25,66.13333333333334,4.206680691616352
153.75,-6.0,498,6.212606095751519,11.25,44.266666666666666,3.812570926456486
153.75,-5.0,529,6.272877006546167,11.25,47.022222222222226,3.8716638667365664
153.75,-4.0,587,6.376726947898627,11.25,52.17777777777778,3.9736405981380534
153.75,-3.0,595,6.39024066706535,11.25,52.888888888888886,3.9869243136012638
153.75,-2.0,665,6.501289670540389,11.25,59.111111111111114,4.096194701510262
153.75,-1.0,622,6.434546518787453,11.25,55.28888888888889,4.030497160231356
153.75,0.0,735,6.601230118728877,11.25,65.33333333333333,4.194692536056382
153.75,1.0,654,6.484635235635252,11.25,58.13333333333333,4.07979478120737
153.75,2.0,619,6.429719478039138,11.25,55.022222222222226,4.0257484374176
153.75,3.0,571,6.349138991379798,11.25,50.75555555555555,3.946531780114021
153.75,4.0,523,6.261491684321042,11.25,46.48888888888889,3.8604957655488277
153.75,5.0,527,6.269096283706261,11.25,46.84444444444444,3.867955007594043
153.75,6.0,435,6.077642243349034,11.25,38.666666666666664,3.6805112044434196
153.75,7.0,391,5.971261839790462,11.25,34.75555555555555,3.5767056572220635
153.75,8.0,400,5.993961427306569,11.25,35.55555555555556,3.5988331734291528
153.75,9.0,354,5.872117789475416,11.25,31.466666666666665,3.4802139219803796
153.75,10.0,318,5.765191102784844,11.25,28.266666666666666,3.3764492119729614
165.0,-10.0,395,5.981414211254481,11.25,35.111111111111114,3.586600604993518
165.0,-9.0,408,6.013715156042802,11.25,36.266666666666666,3.618099272052889
165.0,-8.0,396,5.983936280687191,11.25,35.2,3.5890591188317256
165.0,-7.0,479,6.173786103901937,11.25,42.577777777777776,3.7745473364260267
165.0,-6.0,488,6.192362489474872,11.25,43.37777777777778,3.7927388436454956
165.0,-5.0,526,6.267200548541362,11.25,46.75555555555555,3.8660954068721907
165.0,-4.0,575,6.3561076606958915,11.25,51.111111111111114,3.95337819111006
165.0,-3.0,596,6.391917113392602,11.25,52.977777777777774,3.9885724392318527
165.0,-2.0,730,6.594413459749778,11.25,64.88888888888889,4.187969821661506
165.0,-1.0,631,6.448889394146858,11.25,56.08888888888889,4.044609507339564
165.0,0.0,702,6.555356891810665,11.25,62.4,4.14946386144318
165.0,1.0,600,6.398594934535208,11.25,53.333333333333336,3.9951379121386528
165.0,2.0,624,6.437751649736401,11.25,55.46666666666667,4.033650493549844
165.0,3.0,556,6.322565239927284,11.25,49.422222222222224,3.920431995009522
165.0,4.0,535,6.284134161070802,11.25,47.55555555555556,3.882708617759371
165.0,5.0,464,6.142037405587356,11.25,41.24444444444445,3.7434728527181096
165.0,6.0,440,6.089044875446846,11.25,39.111111111111114,3.6916533809966614
165.0,7.0,403,6.0014148779611505,11.25,35.82222222222222,3.6061015276562434
165.0,8.0,413,6.025865973825314,11.25,36.71111111111111,3.6299547754639065
165.0,9.0,343,5.840641657373398,11.25,30.488888888888887,3.4496347499203606
165.0,10.0,338,5.82600010738045,11.25,30.044444444444444,3.4354198694866422
176.25,-10.0,395,5.981414211254481,11.25,35.111111111111114,3.586600604993518
176.25,-9.0,384,5.953243334287785,11.25,34.13333333333333,3.5591503474391524
176.25,-8.0,447,6.104793232414985,11.25,39.733333333333334,3.707046758069385
176.25,-7.0,468,6.150602768446279,11.25,41.6,3.751854253275325
176.25,-6.0,473,6.161207321695077,11.25,42.044444444444444,3.762233173636676
176.25,-5.0,546,6.304448802421981,11.25,48.53333333333333,3.902645843615549
176.25,-4.0,578,6.361302477572996,11.25,51.37777777777778,3.9584824131658114
176.25,-3.0,597,6.393590753950631,11.25,53.06666666666667,3.990217853013203
176.25,-2.0,684,6.529418838262226,11.25,60.8,4.123903364463645
176.25,-1.0,662,6.4967749901858625,11.25,58.84444444444444,4.091748603041279
176.25,0.0,718,6.577861357721047,11.25,63.82222222222222,4.171648480097402
176.25,1.0,593,6.386879319362645,11.25,52.71111111111111,3.9836198909331633
176.25,2.0,668,6.505784060128229,11.25,59.37777777777778,4.100621119656028
176.25,3.0,569,6.345636360828596,11.25,50.577777777777776,3.9430909165041172
176.25,4.0,489,6.194405391104672,11.25,43.46666666666667,3.7947398448134138
176.25,5.0,482,6.180016653652572,11.25,42.84444444444444,3.7806480162522957
176.25,6.0,414,6.028278520230698,11.25,36.8,3.632309102625542
176.25,7.0,434,6.075346031088684,11.25,38.577777777777776,3.6782677935193417
176.25,8.0,362,5.8944028342648505,11.25,32.17777777777778,3.5018803077688707
176.25,9.0,345,5.846438775057724,11.25,30.666666666666668,3.455264602932431
176.25,10.0,350,5.860786223465865,11.25,31.11111111111111,3.4692021107762128
187.5,-10.0,438,6.0844994130751715,11.25,38.93333333333333,3.687211397013239
187.5,-9.0,454,6.12029741895095,11.25,40.355555555555554,3.722206766871931
187.5,-8.0,440,6.089044875446846,11.25,39.111111111111114,3.6916533809966614
187.5,-7.0,484,6.184148890937483,11.25,43.022222222222226,3.784694556928231
187.5,-6.0,551,6.313548046277095,11.25,48.977777777777774,3.911578462188996
187.5,-5.0,548,6.3080984415095305,11.25,48.71111111111111,3.90622847171981
187.5,-4.0,623,6.436150368369428,11.25,55.37777777777778,4.032075069828962
187.5,-3.0,664,6.499787040655854,11.25,59.022222222222226,4.094714864022296
187.5,-2.0,788,6.670766320845874,11.25,70.04444444444445,4.2633056592895215
187.5,-1.0,723,6.584791392385716,11.25,64.26666666666667,4.178481441428301
187.5,0.0,801,6.687108607866515,11.25,71.2,4.279440045898781
187.5,1.0,691,6.539585955617669,11.25,61.422222222222224,4.133921337333924
187.5,2.0,713,6.570882962339584,11.25,63.37777777777778,4.164768507999031
187.5,3.0,614,6.421622267806518,11.25,54.577777777777776,4.0177834411073
187.5,4.0,609,6.413458957167357,11.25,54.13333333333333,4.0097544939214815
187.5,5.0,471,6.156978985585555,11.25,41.86666666666667,3.7580945231354095
187.5,6.0,483,6.182084906716632,11.25,42.93333333333333,3.782673333400297
187.5,7.0,474,6.163314804034641,11.25,42.13333333333333,3.7642960933986904
187.5,8.0,486,6.18826412308259,11.25,43.2,3.7887247890836524
187.5,9.0,443,6.095824562432225,11.25,39.37777777777778,3.6982795786258515
187.5,10.0,397,5.986452005284438,11.25,35.28888888888889,3.5915116032001455
198.75,-10.0,400,5.993961427306569,11.25,35.55555555555556,3.5988331734291528
198.75,-9.0,384,5.953243334287785,11.25,34.13333333333333,3.5591503474391524
198.75,-8.0,415,6.030685260261263,11.25,36.888888888888886,3.6346578999472974
198.75,-7.0,466,6.1463292576688975,11.25,41.422222222222224,3.747672333955428
198.75,-6.0,489,6.194405391104672,11.25,43.46666666666667,3.7947398448134138
198.75,-5.0,546,6.304448802421981,11.25,48.53333333333333,3.902645843615549
198.75,-4.0,588,6.3784261836515865,11.25,52.266666666666666,3.9753107446640645
198.75,-3.0,580,6.364750756851911,11.25,51.55555555555556,3.9618708111557135
198.75,-2.0,723,6.584791392385716,11.25,64.26666666666667,4.178481441428301
198.75,-1.0,675,6.516193076042964,11.25,60.0,4.110873864173311
198.75,0.0,768,6.645090969505644,11.25,68.26666666666667,4.237963789997018
198.75,1.0,640,6.46302945692067,11.25,56.888888888888886,4.058525464417148
198.75,2.0,648,6.47543271670409,11.25,57.6,4.070734696582967
198.75,3.0,576,6.3578422665081,11.25,51.2,3.955082494888593
198.75,4.0,543,6.298949246855942,11.25,48.266666666666666,3.897247719845992
198.75,5.0,463,6.139884552226255,11.25,41.15555555555556,3.7413664801646944
198.75,6.0,448,6.1070228877422545,11.25,39.82222222222222,3.709226595444806
198.75,7.0,410,6.018593214496234,11.25,36.44444444444444,3.6228583530161425
198.75,8.0,377,5.934894195619588,11.25,33.51111111111111,3.5412813333783673
198.75,9.0,337,5.823045895483019,11.25,29.955555555555556,3.432552484009486
198.75,10.0,347,5.8522024797744745,11.25,30.844444444444445,3.460862938057852
210.0,-10.0,366,5.905361848054571,11.25,32.53333333333333,3.512539968997529
210.0,-9.0,401,5.996452088619021,11.25,35.644444444444446,3.6012618327892794
210.0,-8.0,439,6.0867747269123065,11.25,39.022222222222226,3.6894348554056364
210.0,-7.0,449,6.1092475827643655,11.25,39.91111111111111,3.711401691462758
210.0,-6.0,479,6.173786103901937,11.25,42.577777777777776,3.7745473364260267
210.0,-5.0,514,6.244166900663736,11.25,45.68888888888889,3.843506211074681
210.0,-4.0,587,6.376726947898627,11.25,52.17777777777778,3.9736405981380534
210.0,-3.0,647,6.473890696352274,11.25,57.51111111111111,4.069216669725989
210.0,-2.0,719,6.579251212010101,11.25,63.91111111111111,4.173018812617421
210.0,-1.0,651,6.480044561926653,11.25,57.86666666666667,4.07527499950175
210.0,0.0,799,6.684611727667927,11.25,71.02222222222223,4.276974713371228
210.0,1.0,620,6.431331081933479,11.25,55.111111111111114,4.02733385193914
210.0,2.0,656,6.487684018484611,11.25,58.31111111111111,4.082796659634204
210.0,3.0,504,6.22455842927536,11.25,44.8,3.8242840911201395
210.0,4.0,503,6.222576268071369,11.25,44.71111111111111,3.8223413998826374
210.0,5.0,440,6.089044875446846,11.25,39.111111111111114,3.6916533809966614
210.0,6.0,436,6.07993319509559,11.25,38.75555555555555,3.682749593738399
210.0,7.0,426,6.056784013228625,11.25,37.86666666666667,3.660136985248282
210.0,8.0,403,6.0014148779611505,11.25,35.82222222222222,3.6061015276562434
210.0,9.0,382,5.948034989180646,11.25,33.955555555555556,3.554077413287958
210.0,10.0,344,5.84354441703136,11.25,30.57777777777778,3.452453638326781
221.25,-10.0,382,5.948034989180646,11.25,33.955555555555556,3.554077413287958
221.25,-9.0,396,5.983936280687191,11.25,35.2,3.5890591188317256
221.25,-8.0,438,6.0844994130751715,11.25,38.93333333333333,3.687211397013239
221.25,-7.0,459,6.131226489483141,11.25,40.8,3.7328963395307104
