season,region,n_none,n_surface,bias_none,bias_surface,brier_none,brier_surface,log_loss_none,log_loss_surface,ece_none,ece_surface,mce_none,mce_surface,mean_pred_none,mean_pred_surface,empirical_win_rate_none,empirical_win_rate_surface,bias_surface_minus_none,brier_surface_minus_none,log_loss_surface_minus_none,ece_surface_minus_none,mce_surface_minus_none,mean_pred_surface_minus_none,empirical_win_rate_surface_minus_none
2005,local_late45_abs7_next_offense,2161.0,2161.0,0.037716773221625643,0.030147713736957682,0.12039054326433091,0.11897296126731043,0.386456215522638,0.3804541923171457,0.05969773763735502,0.05329833649132742,0.25418440876686677,0.2795552064433926,0.3699703595242633,0.36240130003959536,0.3322535863026377,0.3322535863026377,-0.0075690594846679615,-0.0014175819970204812,-0.006002023205492257,-0.006399401146027599,0.025370797676525836,-0.0075690594846679615,0.0
2006,global_next_offense_excl_terminal,195554.0,195554.0,0.003995365018902519,0.00401877949436108,0.17404207483463316,0.1740197384962167,0.5114146062831029,0.5113338171336524,0.00791371445889221,0.007726268869371492,0.017869310744896727,0.017680042009495467,0.4996078301180567,0.49963124459351527,0.4956124650991542,0.4956124650991542,2.341447545856079e-05,-2.2336338416445445e-05,-8.078914945042204e-05,-0.00018744558952071746,-0.0001892687354012601,2.341447545856079e-05,0.0
2006,local_late45_abs7_next_offense,2247.0,2247.0,0.05137310787852267,0.04395891684335812,0.13052937142598947,0.13007950571844065,0.4122892696049729,0.41034116181541863,0.06045722498933536,0.05484976586298325,0.2542906831796028,0.35138961873138497,0.3642347011139477,0.3568205100787831,0.312861593235425,0.312861593235425,-0.007414191035164552,-0.00044986570754881883,-0.0019481077895542875,-0.0056074591263521115,0.09709893555178217,-0.007414191035164552,0.0
2007,global_next_offense_excl_terminal,200004.0,200004.0,0.005277153495076015,0.005281287582611649,0.1676726348234773,0.16764874272894373,0.4935426782028685,0.493458611741617,0.008647138715658288,0.008705593658065988,0.02444898180059113,0.025755561396838655,0.4988372822925001,0.4988414163800357,0.49356012879742406,0.49356012879742406,4.134087535634379e-06,-2.3892094533572994e-05,-8.406646125153072e-05,5.845494240769994e-05,0.0013065795962475257,4.134087535634379e-06,0.0
2007,local_late45_abs7_next_offense,1924.0,1924.0,0.04753715921769913,0.03962521549902154,0.10493540356631402,0.10245126743942869,0.34755297354922293,0.3368541770043184,0.08571994428693494,0.0690867450898709,0.32431909521364144,0.35295400765266893,0.3651047267852667,0.3571927830665891,0.31756756756756754,0.31756756756756754,-0.007911943718677594,-0.0024841361268853335,-0.01069879654490452,-0.016633199197064047,0.028634912439027493,-0.007911943718677594,0.0
2008,global_next_offense_excl_terminal,198611.0,198611.0,0.003928986607050766,0.0039293340631483265,0.16845468040824316,0.16843838229217012,0.4967153998621484,0.4966551862482587,0.00854368811204085,0.00853885468715742,0.02345536517697072,0.024445147121051225,0.4991180748247225,0.49911842228082004,0.4951890882176717,0.4951890882176717,3.474560975602614e-07,-1.6298116073037994e-05,-6.0213613889692486e-05,-4.833424883429749e-06,0.0009897819440805034,3.474560975602614e-07,0.0
2008,local_late45_abs7_next_offense,2127.0,2127.0,0.05560437266679458,0.047101290112939176,0.11578440485243759,0.11471752429887255,0.3705156498727224,0.3650777412533306,0.06654654238252294,0.05769658141036862,0.19492879945696662,0.35205275828584637,0.35696779532781947,0.34846471277396407,0.3013634226610249,0.3013634226610249,-0.008503082553855401,-0.0010668805535650333,-0.005437908619391807,-0.008849960972154326,0.15712395882887975,-0.008503082553855401,0.0
2009,global_next_offense_excl_terminal,200397.0,200397.0,0.005077219875730898,0.005088692089107838,0.17006907918484745,0.1700641411859988,0.4994987465947581,0.49949364246710587,0.009846413947102065,0.009728358317173627,0.023945695481681573,0.023385995888272393,0.5003341348994089,0.5003456071127859,0.495256915023678,0.495256915023678,1.14722133769396e-05,-4.937998848653091e-06,-5.104127652255652e-06,-0.00011805562992843813,-0.0005596995934091797,1.14722133769396e-05,0.0
2009,local_late45_abs7_next_offense,1978.0,1978.0,0.045004560768477364,0.03778730237931399,0.1099675723222624,0.10904956544099015,0.35601626083565824,0.3520182962199862,0.06271449205059468,0.05422082874847037,0.2643995355093197,0.23382472142404753,0.36805815025280497,0.3608408918636416,0.3230535894843276,0.3230535894843276,-0.007217258389163372,-0.0009180068812722486,-0.003997964615672034,-0.00849366330212431,-0.030574814085272184,-0.007217258389163372,0.0
2010,global_next_offense_excl_terminal,199281.0,199281.0,0.006911972726738769,0.006909049701918302,0.17304680110322998,0.17303670329355317,0.507900950211114,0.507871635188424,0.009115354904710908,0.009149670871197583,0.024581982847059647,0.024977589740642125,0.49980893731443155,0.4998060142896111,0.4928969645876928,0.4928969645876928,-2.923024820467024e-06,-1.0097809676812286e-05,-2.9315022689990755e-05,3.431596648667545e-05,0.0003956068935824786,-2.923024820467024e-06,0.0
2010,local_late45_abs7_next_offense,2128.0,2128.0,0.044605956526147406,0.035604320167615944,0.11231887782811138,0.11186547940478811,0.3637317798715098,0.3622476780079656,0.056351783519715586,0.051785093429123366,0.2703476699351953,0.265284575199657,0.3528766332178767,0.34387499685934525,0.3082706766917293,0.3082706766917293,-0.009001636358531462,-0.00045339842332327296,-0.001484101863544196,-0.0045666900905922195,-0.005063094735538343,-0.009001636358531462,0.0
2011,global_next_offense_excl_terminal,160824.0,160824.0,0.0027441790543933364,0.0027541452579214476,0.16790219238276555,0.16787165464813525,0.494766939940488,0.4946743672839751,0.0067830025664247775,0.006539913319548594,0.021302766928254696,0.020327193152560846,0.5006673745973471,0.5006773408008752,0.4979231955429538,0.4979231955429538,9.966203528111173e-06,-3.0537734630298186e-05,-9.257265651285707e-05,-0.0002430892468761837,-0.0009755737756938498,9.966203528111173e-06,0.0
2011,local_late45_abs7_next_offense,1643.0,1643.0,0.05372928091209778,0.04492437815561506,0.11558293346497164,0.11362343934364691,0.375173825433223,0.36867702612104003,0.06434284477674977,0.055890700167707315,0.19399854007509043,0.649789208085252,0.39030870878793467,0.38150380603145195,0.3365794278758369,0.3365794278758369,-0.008804902756482713,-0.001959494121324734,-0.006496799312182944,-0.008452144609042457,0.45579066801016155,-0.008804902756482713,0.0
2012,global_next_offense_excl_terminal,201131.0,201131.0,0.005649112653533794,0.005657004803154286,0.16683482967545946,0.1668088206492383,0.493471724056496,0.49340274448053356,0.01072800035304163,0.010761866836813386,0.02546468570780447,0.025653554298223358,0.500286935763845,0.5002948279134655,0.4946378231103112,0.4946378231103112,7.892149620492006e-06,-2.600902622115764e-05,-6.897957596241344e-05,3.3866483771755745e-05,0.00018886859041888915,7.892149620492006e-06,0.0
2012,local_late45_abs7_next_offense,2015.0,2015.0,0.03758640939904906,0.02931461843113453,0.11084767489769355,0.10931431029379175,0.3593547498127867,0.3531176075810302,0.06252210866016651,0.053847263705659114,0.17521313002406935,0.646757311212932,0.3666186674635652,0.35834687649565067,0.32903225806451614,0.32903225806451614,-0.008271790967914527,-0.001533364603901799,-0.006237142231756476,-0.008674844954507398,0.47154418118886265,-0.008271790967914527,0.0
2013,global_next_offense_excl_terminal,203711.0,203711.0,0.005582426601182633,0.005612377393775347,0.16838033065101907,0.16837279492965912,0.49572022954904393,0.49567973250742153,0.008738485527944716,0.008661168764600427,0.022540022895577216,0.022568295250346093,0.5002587081961873,0.50028865898878,0.4946762815950047,0.4946762815950047,2.9950792592714492e-05,-7.535721359946956e-06,-4.049704162240042e-05,-7.73167633442897e-05,2.8272354768876795e-05,2.9950792592714492e-05,0.0
2013,local_late45_abs7_next_offense,2057.0,2057.0,0.0545916257681357,0.046681225115580205,0.11136781549209816,0.11025214889836096,0.36057864471637796,0.35579053860389753,0.06422111017097394,0.05629288236190838,0.28663669690819227,0.2409830620033484,0.3803086894531138,0.3723982888005583,0.3257170636849781,0.3257170636849781,-0.007910400652555494,-0.0011156665937371996,-0.004788106112480428,-0.00792822780906556,-0.045653634904843865,-0.007910400652555494,0.0
2014,global_next_offense_excl_terminal,208535.0,208535.0,0.004866651137075573,0.004864873287510618,0.1660919212609947,0.16607856943416754,0.489729898475177,0.4896569498123368,0.010577986357935911,0.01051874939181247,0.032624269961856245,0.028787627350176856,0.49918175411739063,0.4991799762678257,0.49431510298031506,0.49431510298031506,-1.7778495649545256e-06,-1.3351826827157076e-05,-7.294866284018875e-05,-5.9236966123440635e-05,-0.003836642611679389,-1.7778495649545256e-06,0.0
2014,local_late45_abs7_next_offense,2101.0,2101.0,0.03766241092816691,0.03009134788437512,0.11233535192712263,0.11110833283208944,0.36114863803667197,0.35626343631156804,0.05423404288407707,0.05205403082808962,0.13622879969447632,0.28975466744005574,0.3851160044550589,0.3775449414112671,0.347453593526892,0.347453593526892,-0.0075710630437917925,-0.0012270190950331855,-0.004885201725103927,-0.002180012055987453,0.15352586774557941,-0.0075710630437917925,0.0
2015,global_next_offense_excl_terminal,211146.0,211146.0,0.007800418600263259,0.007824448475971968,0.16703816021589823,0.16701779051336918,0.4940416682374794,0.49398128639628686,0.013030632246553537,0.012944653492643635,0.03175916286021252,0.03226241318061257,0.5017335264971687,0.5017575563728774,0.4939331078969055,0.4939331078969055,2.4029875708708737e-05,-2.036970252905501e-05,-6.0381841192558294e-05,-8.597875390990196e-05,0.0005032503204000505,2.4029875708708737e-05,0.0
2015,local_late45_abs7_next_offense,2014.0,2014.0,0.045165875657185994,0.037339284744433876,0.11312561086926985,0.11202609265789042,0.3682941738197288,0.36448688244098,0.06378528581726127,0.053799329828559526,0.24605469962460996,0.40798593930293703,0.37287193325400825,0.36504534234125613,0.32770605759682225,0.32770605759682225,-0.007826590912752118,-0.0010995182113794355,-0.0038072913787488005,-0.009985955988701743,0.16193123967832707,-0.007826590912752118,0.0
2016,global_next_offense_excl_terminal,212280.0,212280.0,0.0032073058227460316,0.0032252466708772576,0.17137243391318496,0.1713536326921991,0.5040174184896102,0.5039087041108394,0.01257946967783533,0.012473308810554367,0.03081646653974668,0.030277220778188507,0.49965539325444003,0.49967333410257125,0.496448087431694,0.496448087431694,1.7940848131225984e-05,-1.8801220985853462e-05,-0.00010871437877080226,-0.0001061608672809633,-0.0005392457615581714,1.7940848131225984e-05,0.0
2016,local_late45_abs7_next_offense,2013.0,2013.0,0.03931070855513619,0.0319298522930242,0.10807292013934178,0.10705043910306672,0.34935138083865597,0.34395624719783435,0.05975943443429526,0.050256737471416534,0.14912637955252894,0.16734888701388773,0.3805923777056578,0.3732115214435458,0.3412816691505216,0.3412816691505216,-0.00738085626211199,-0.001022481036275058,-0.005395133640821614,-0.009502696962878726,0.018222507461358783,-0.00738085626211199,0.0
2017,global_next_offense_excl_terminal,215483.0,215483.0,0.003040869789089573,0.0030611192811582644,0.1736577170272671,0.17364100907144897,0.509749489279242,0.5096775243965791,0.0079700953837613,0.008099348525160121,0.03282881829104367,0.031427292768614334,0.501609202325763,0.5016294518178317,0.49856833253667343,0.49856833253667343,2.024949206869131e-05,-1.6707955818123787e-05,-7.196488266292267e-05,0.00012925314139882078,-0.0014015255224293366,2.024949206869131e-05,0.0
2017,local_late45_abs7_next_offense,1961.0,1961.0,0.05050613200606108,0.04377756922946585,0.10980847085944113,0.10853455184467128,0.3595742057268143,0.3555327227215766,0.06543195805654704,0.05594509732213846,0.5011721613499851,0.21924401307403818,0.39726798820187953,0.3905394254252843,0.34676185619581845,0.34676185619581845,-0.006728562776595226,-0.0012739190147698504,-0.0040414830052377115,-0.009486860734408582,-0.2819281482759469,-0.006728562776595226,0.0
2018,global_next_offense_excl_terminal,224295.0,224295.0,0.001637478863546482,0.0016553916244901323,0.1701252653868915,0.17009980385163448,0.5025518973841647,0.502440772533189,0.008675997465675114,0.008757744852763857,0.024796806750994826,0.025820685849875846,0.49981621668650283,0.4998341294474465,0.49817873782295635,0.49817873782295635,1.791276094365024e-05,-2.5461535257009782e-05,-0.00011112485097575231,8.174738708874307e-05,0.0010238790988810198,1.791276094365024e-05,0.0
2018,local_late45_abs7_next_offense,1988.0,1988.0,0.035498079480783096,0.028528316976678014,0.127743599741419,0.12750807415982893,0.4045226963345687,0.4014143479269704,0.05321201111399995,0.0478552994759701,0.3366364010414675,0.21867084888460986,0.3916349004063364,0.38466513790223134,0.3561368209255533,0.3561368209255533,-0.0069697625041050815,-0.0002355255815900681,-0.003108348407598327,-0.005356711638029851,-0.11796555215685767,-0.0069697625041050815,0.0
2019,global_next_offense_excl_terminal,189622.0,189622.0,0.0020930409032497432,0.0021135008128611577,0.17436253751356526,0.1743466168424927,0.5128452311580354,0.5127461486929479,0.012126706368861482,0.012339353324301132,0.029258878944557476,0.031125896586547408,0.49925581737433433,0.49927627728394575,0.4971627764710846,0.4971627764710846,2.0459909611414417e-05,-1.5920671072561232e-05,-9.908246508749663e-05,0.00021264695543964963,0.001867017641989932,2.0459909611414417e-05,0.0
2019,local_late45_abs7_next_offense,1655.0,1655.0,0.03828934518757959,0.03146628646674393,0.10836568987581938,0.10709677537512928,0.3542486018687006,0.3493568045858642,0.056935129462755106,0.04588799768252786,0.1935523304562589,0.498883648316533,0.3996186503235313,0.3927955916026956,0.3613293051359517,0.3613293051359517,-0.006823058720835662,-0.0012689145006900965,-0.0048917972828363965,-0.011047131780227246,0.3053313178602741,-0.006823058720835662,0.0
2020,global_next_offense_excl_terminal,193790.0,193790.0,0.00055660150812753,0.0006182177935467603,0.16872670266181652,0.1687238317564061,0.49628867173932295,0.49622059190820755,0.00973836783050015,0.009846919754204415,0.03868383077284154,0.03827241716989549,0.5023007575533311,0.5023623738387504,0.5017441560452036,0.5017441560452036,6.161628541923037e-05,-2.8709054104292253e-06,-6.80798311153974e-05,0.00010855192370426425,-0.00041141360294605356,6.161628541923037e-05,0.0
2020,local_late45_abs7_next_offense,1575.0,1575.0,0.024524030475599867,0.016362804980705248,0.11883184719197155,0.11852041966847096,0.3828275722851293,0.38093503367383696,0.037328772822063316,0.03770097888438329,0.08768137756898375,0.1831008554935227,0.38388910984067925,0.37572788434578464,0.3593650793650794,0.3593650793650794,-0.00816122549489462,-0.0003114275235005931,-0.0018925386112923492,0.0003722060623199755,0.09541947792453895,-0.00816122549489462,0.0
2021,global_next_offense_excl_terminal,216496.0,216496.0,0.0024151168935037104,0.0024489203670389204,0.1710138593749802,0.17099715296569085,0.50290239760823,0.5028285543162658,0.012454021083415224,0.012581131230990536,0.026406832944868758,0.02647205067333125,0.5015190264345576,0.5015528299080928,0.4991039095410539,0.4991039095410539,3.380347353520996e-05,-1.6706409289357627e-05,-7.384329196413741e-05,0.0001271101475753128,6.521772846249108e-05,3.380347353520996e-05,0.0
2021,local_late45_abs7_next_offense,1732.0,1732.0,0.016283435155962256,0.008881991829458535,0.09799273198301958,0.09557314727523399,0.32726481838576205,0.31914209731158344,0.06008917404647266,0.05216906809072216,0.350691735244136,0.41160466286364505,0.3863758139088491,0.3789743705823454,0.37009237875288686,0.37009237875288686,-0.0074014433265037205,-0.0024195847077855964,-0.008122721074178607,-0.007920105955750503,0.06091292761950906,-0.0074014433265037205,0.0
2022,global_next_offense_excl_terminal,216964.0,216964.0,0.0014829250592254817,0.0015157427250940825,0.17405069687855176,0.17404551835947424,0.5111248876148476,0.5110932241332492,0.010497727044507124,0.010235116869143794,0.037119228359591805,0.03639907964659572,0.49980061831709316,0.49983343598296176,0.4983176932578677,0.4983176932578677,3.28176658686008e-05,-5.178519077525534e-06,-3.16634815984429e-05,-0.0002626101753633297,-0.0007201487129960826,3.28176658686008e-05,0.0
2022,local_late45_abs7_next_offense,1873.0,1873.0,0.02619907147125422,0.0200433188512682,0.11388199269116171,0.11367376254192595,0.36366066067732455,0.3624188986021286,0.0392340350987117,0.03846484959636596,0.500461816128568,0.576871265587031,0.40366837205854733,0.3975126194385613,0.3774693005872931,0.3774693005872931,-0.006155752619986021,-0.00020823014923576633,-0.0012417620751959402,-0.00076918550234574,0.07640944945846295,-0.006155752619986021,0.0
2023,global_next_offense_excl_terminal,218036.0,218036.0,0.0032080449176385417,0.0032277228443082784,0.16711287853676182,0.1670990665271259,0.4934091454408013,0.49332943769410337,0.01006026215789586,0.010218331511248718,0.026570383196926617,0.027426775703486284,0.4995435124551094,0.49956319038177915,0.4963354675374709,0.4963354675374709,1.9677926669736667e-05,-1.3812009635932876e-05,-7.970774669791014e-05,0.00015806935335285766,0.0008563925065596667,1.9677926669736667e-05,0.0
2023,local_late45_abs7_next_offense,1732.0,1732.0,0.03230058816035525,0.02500040935438208,0.10308048838110763,0.10209835554633452,0.3349059002645689,0.32904243279534134,0.054799226401246647,0.049043870202327866,0.5894117782599331,0.5828037539673081,0.3943098260356439,0.38700964722967074,0.36200923787528866,0.36200923787528866,-0.007300178805973168,-0.0009821328347731084,-0.005863467469227557,-0.00575535619891878,-0.00660802429262497,-0.007300178805973168,0.0
2024,global_next_offense_excl_terminal,219184.0,219184.0,0.002288268471175914,0.0023270107471822787,0.16874410174206833,0.16873241716005732,0.4964076279144897,0.4963608477402835,0.012081531861939884,0.012075321066771833,0.02951619798531402,0.031596900625796676,0.49929078690317824,0.4993295291791846,0.4970025184320023,0.4970025184320023,3.874227600636493e-05,-1.168458201100675e-05,-4.678017420622904e-05,-6.210795168050745e-06,0.0020807026404826567,3.874227600636493e-05,0.0
2024,local_late45_abs7_next_offense,1698.0,1698.0,0.030974012636698356,0.026138216875274123,0.109378322433187,0.10828025873890762,0.3568456164427978,0.35298607920692565,0.04304898639657134,0.036517115301680704,0.4048553205671128,0.4128033701718202,0.40671017282515537,0.40187437706373114,0.375736160188457,0.375736160188457,-0.004835795761424233,-0.0010980636942793803,-0.0038595372358721236,-0.006531871094890639,0.007948049604707408,-0.004835795761424233,0.0
