season,shot_type,n_none,n_surface,wp_minus_empirical_none,wp_minus_empirical_surface,abs_gap_none,abs_gap_surface,fitted_next_state_wp_none,fitted_next_state_wp_surface,empirical_win_rate_none,empirical_win_rate_surface,gap_surface_minus_none,abs_gap_surface_minus_none,surface_improved_abs_gap
2015,2PA,46.0,46.0,0.23384493780924942,0.2134627606765187,0.23384493780924942,0.2134627606765187,0.3860188508527277,0.365636673719997,0.15217391304347827,0.15217391304347827,-0.020382177132730717,-0.020382177132730717,True
2015,3PA,40.0,40.0,0.01827211707218135,0.014251555278016081,0.01827211707218135,0.014251555278016081,0.46827211707218136,0.4642515552780161,0.45,0.45,-0.004020561794165267,-0.004020561794165267,True
2016,2PA,40.0,40.0,0.10744701027865533,0.08557681360622216,0.10744701027865533,0.08557681360622216,0.35744701027865533,0.33557681360622216,0.25,0.25,-0.021870196672433173,-0.021870196672433173,True
2016,3PA,36.0,36.0,0.14293154116383627,0.13935515328599324,0.14293154116383627,0.13935515328599324,0.4762648744971696,0.47268848661932655,0.3333333333333333,0.3333333333333333,-0.0035763878778430347,-0.0035763878778430347,True
2017,2PA,35.0,35.0,0.14754303286038392,0.12743498762985486,0.14754303286038392,0.12743498762985486,0.3761144614318125,0.3560064162012834,0.22857142857142856,0.22857142857142856,-0.02010804523052906,-0.02010804523052906,True
2017,3PA,24.0,24.0,0.0550453220932825,0.04804624934773438,0.0550453220932825,0.04804624934773438,0.4717119887599492,0.46471291601440107,0.4166666666666667,0.4166666666666667,-0.006999072745548118,-0.006999072745548118,True
2018,2PA,51.0,51.0,0.16062628363357476,0.13489892336092538,0.16062628363357476,0.13489892336092538,0.3567047150061238,0.3309773547334744,0.19607843137254902,0.19607843137254902,-0.02572736027264938,-0.02572736027264938,True
2018,3PA,34.0,34.0,0.0006546391914202809,-0.006386180198850844,0.0006546391914202809,0.006386180198850844,0.4712428744855379,0.4642020550952668,0.47058823529411764,0.47058823529411764,-0.007040819390271125,0.005731541007430563,False
2019,2PA,29.0,29.0,0.3087289904703274,0.2843050862397808,0.3087289904703274,0.2843050862397808,0.3432117490910171,0.31878784486047046,0.034482758620689655,0.034482758620689655,-0.024423904230546634,-0.024423904230546634,True
2019,3PA,31.0,31.0,0.053908402793005405,0.04726913184928205,0.053908402793005405,0.04726913184928205,0.47326324150268284,0.4666239705589595,0.41935483870967744,0.41935483870967744,-0.006639270943723352,-0.006639270943723352,True
2020,2PA,27.0,27.0,-0.004970378167540257,-0.0351905621908426,0.004970378167540257,0.0351905621908426,0.3653999922028301,0.33517980817952775,0.37037037037037035,0.37037037037037035,-0.030220184023302343,0.030220184023302343,False
2020,3PA,32.0,32.0,0.14915877435952185,0.14729526545912092,0.14915877435952185,0.14729526545912092,0.49290877435952185,0.4910452654591209,0.34375,0.34375,-0.0018635089004009342,-0.0018635089004009342,True
2021,2PA,34.0,34.0,0.1252491544526113,0.09707952999409425,0.1252491544526113,0.09707952999409425,0.36054327209967013,0.33237364764115307,0.23529411764705882,0.23529411764705882,-0.028169624458517062,-0.028169624458517062,True
2021,3PA,28.0,28.0,0.15464485369974668,0.1552451641058712,0.15464485369974668,0.1552451641058712,0.47607342512831813,0.47667373553444264,0.32142857142857145,0.32142857142857145,0.0006003104061245157,0.0006003104061245157,False
2022,2PA,51.0,51.0,0.158502069034968,0.13751313570810808,0.158502069034968,0.13751313570810808,0.37418834354477193,0.353199410217912,0.21568627450980393,0.21568627450980393,-0.020988933326859915,-0.020988933326859915,True
2022,3PA,36.0,36.0,0.1156698724490553,0.1116619076640955,0.1156698724490553,0.1116619076640955,0.4767809835601664,0.4727730187752066,0.3611111111111111,0.3611111111111111,-0.004007964784959794,-0.004007964784959794,True
2023,2PA,43.0,43.0,0.19700569377023186,0.17248719726456962,0.19700569377023186,0.17248719726456962,0.3597963914446505,0.33527789493898824,0.16279069767441862,0.16279069767441862,-0.024518496505662235,-0.024518496505662235,True
2023,3PA,20.0,20.0,-0.022429437154397658,-0.028067670328095762,0.022429437154397658,0.028067670328095762,0.47757056284560234,0.47193232967190424,0.5,0.5,-0.005638233173698104,0.005638233173698104,False
2024,2PA,30.0,30.0,0.05517064979561992,0.0366711577298921,0.05517064979561992,0.0366711577298921,0.3551706497956199,0.3366711577298921,0.3,0.3,-0.01849949206572782,-0.01849949206572782,True
2024,3PA,25.0,25.0,0.2148712154102873,0.2084652671938645,0.2148712154102873,0.2084652671938645,0.4548712154102873,0.4484652671938645,0.24,0.24,-0.006405948216422819,-0.006405948216422819,True
