time_bin,shot_type,n_none,n_surface,empirical_win_rate_none,empirical_win_rate_surface,fitted_next_state_wp_none,fitted_next_state_wp_surface,wp_minus_empirical_none,wp_minus_empirical_surface,gap_change_surface_minus_none,abs_gap_change_surface_minus_none,abs_gap_pct_change_surface_vs_none,surface_improved_abs_gap
0-15s,2PA,413.0,413.0,0.1501210653753026,0.1501210653753026,0.3805864911556311,0.3507059786442136,0.2304654257803284,0.2005849132689109,-0.02988051251141749,-0.02988051251141749,-0.12965290741657082,True
0-15s,3PA,562.0,562.0,0.4288256227758007,0.4288256227758007,0.47721476817401,0.4739346023299191,0.0483891453982092,0.0451089795541183,-0.003280165844090903,-0.003280165844090903,-0.0677872241201494,True
15-30s,2PA,382.0,382.0,0.1596858638743455,0.1596858638743455,0.3633750171076833,0.3415389204514565,0.2036891532333377,0.181853056577111,-0.021836096656226683,-0.021836096656226683,-0.1072030410535026,True
15-30s,3PA,177.0,177.0,0.3898305084745763,0.3898305084745763,0.4676121180258366,0.4619659417921425,0.0777816095512602,0.0721354333175662,-0.005646176233694011,-0.005646176233694011,-0.07259011823319272,True
30-45s,2PA,321.0,321.0,0.2211838006230529,0.2211838006230529,0.337703574394919,0.3247227806876499,0.116519773771866,0.1035389800645969,-0.012980793707269095,-0.012980793707269095,-0.11140421309677603,True
30-45s,3PA,142.0,142.0,0.4154929577464789,0.4154929577464789,0.4707911826306916,0.4653396930988613,0.0552982248842127,0.0498467353523824,-0.005451489531830306,-0.005451489531830306,-0.09858344536818345,True
45-60s,2PA,309.0,309.0,0.343042071197411,0.343042071197411,0.3404610494536688,0.3461024602235341,-0.0025810217437421,0.0030603890261231,0.005641410769865201,0.00047936728238099973,0.18572771947515174,False
45-60s,3PA,132.0,132.0,0.4318181818181818,0.4318181818181818,0.4788552580414529,0.4742871334990133,0.047037076223271,0.0424689516808315,-0.004568124542439503,-0.004568124542439503,-0.09711752747462396,True
