with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp_late45_main.csv.gz,next,offense,True,,45.0,7.0,,,48875,0.3755854381244297,0.33049616368286444,0.04508927444156524,0.11322208873482212,0.36647521015010726,0.05602925297701757,0.1796253470610707,-0.4105926807244242,0.9568502908393952
