with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp_late45_none.csv.gz,next,offense,True,,,,,,5041234,0.5000451113949503,0.49576353726091665,0.004281574134033683,0.16971536671452295,0.5000783774840944,0.004312683349929648,0.00685581993994544,-0.025196763653031275,0.9908944560669236
