with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp_late45_band.csv.gz,next,offense,True,,,,,,5041234,0.5000448058322358,0.49576353726091665,0.004281268571319108,0.16971512166002845,0.5000759815961698,0.004316844495448098,0.0069008015655668276,-0.02519504803009067,0.9909063315097293
