with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp_late45_surface.csv.gz,next,offense,True,,,,,,5041234,0.5000619512232766,0.49576353726091665,0.004298413962359915,0.16969994060377175,0.5000126102411065,0.004298413962359691,0.0068246892345579235,-0.02529978001688607,0.9913277436378198
