variant,season,time_bin,shot_type,n,n_games,fitted_next_state_wp,empirical_win_rate,wp_minus_empirical
none,2003,15-30s,2PA,15,15,0.35981762526470334,0.13333333333333333,0.22648429193137
none,2003,15-30s,3PA,3,3,0.4500174651616993,0.0,0.4500174651616993
none,2003,30-45s,2PA,15,15,0.32475833927756204,0.26666666666666666,0.05809167261089537
none,2003,30-45s,3PA,4,4,0.464604773784507,1.0,-0.5353952262154931
none,2003,45-60s,2PA,7,7,0.326903534529701,0.14285714285714285,0.18404639167255815
none,2003,45-60s,3PA,3,3,0.4779013253999753,0.0,0.4779013253999753
none,2004,0-15s,2PA,22,19,0.38057719131317175,0.09090909090909091,0.28966810040408086
none,2004,0-15s,3PA,27,27,0.48917129125687564,0.3333333333333333,0.15583795792354233
none,2004,15-30s,2PA,14,14,0.4119375693265881,0.21428571428571427,0.19765185504087382
none,2004,15-30s,3PA,3,3,0.4500568192551289,0.3333333333333333,0.1167234859217956
none,2004,30-45s,2PA,16,16,0.33373005704902037,0.25,0.08373005704902037
none,2004,30-45s,3PA,2,2,0.4638074120807665,1.0,-0.5361925879192335
none,2004,45-60s,2PA,16,16,0.336522770625284,0.4375,-0.10097722937471598
none,2004,45-60s,3PA,6,6,0.46366184058340365,0.3333333333333333,0.13032850725007034
none,2005,0-15s,2PA,17,16,0.3789477745717579,0.17647058823529413,0.20247718633646375
none,2005,0-15s,3PA,22,22,0.47978374941560914,0.5454545454545454,-0.06567079603893627
none,2005,15-30s,2PA,18,17,0.3897191364632792,0.2222222222222222,0.167496914241057
none,2005,15-30s,3PA,6,6,0.4377828354389485,0.5,-0.062217164561051475
none,2005,30-45s,2PA,18,18,0.32478066422235374,0.1111111111111111,0.21366955311124264
none,2005,30-45s,3PA,5,5,0.4997353544649489,0.6,-0.1002646455350511
none,2005,45-60s,2PA,9,9,0.3665509897009092,0.3333333333333333,0.0332176563675759
none,2005,45-60s,3PA,6,6,0.4526741410541845,0.3333333333333333,0.1193408077208512
none,2006,0-15s,2PA,20,19,0.40781925789176887,0.3,0.10781925789176888
none,2006,0-15s,3PA,32,29,0.4878242368886123,0.375,0.11282423688861232
none,2006,15-30s,2PA,16,16,0.3654591152015788,0.25,0.11545911520157881
none,2006,15-30s,3PA,11,10,0.45254923358941673,0.2727272727272727,0.17982196086214403
none,2006,30-45s,2PA,11,11,0.3772679474919196,0.18181818181818182,0.19544976567373779
none,2006,30-45s,3PA,4,4,0.463939190062623,0.25,0.21393919006262302
none,2006,45-60s,2PA,14,14,0.34281463240415394,0.21428571428571427,0.12852891811843967
none,2006,45-60s,3PA,2,2,0.46240926195955045,1.0,-0.5375907380404495
none,2007,0-15s,2PA,25,25,0.40930627077347753,0.04,0.36930627077347755
none,2007,0-15s,3PA,26,25,0.4759721823205829,0.15384615384615385,0.32212602847442906
none,2007,15-30s,2PA,11,11,0.42376220203475995,0.2727272727272727,0.15103492930748724
none,2007,15-30s,3PA,5,5,0.47365477337723183,0.4,0.07365477337723181
none,2007,30-45s,2PA,11,11,0.34997216200572573,0.0,0.34997216200572573
none,2007,30-45s,3PA,5,5,0.43885416724677284,0.0,0.43885416724677284
none,2007,45-60s,2PA,13,13,0.3074999612940783,0.3076923076923077,-0.0001923463982294038
none,2007,45-60s,3PA,3,3,0.5016134602395363,0.6666666666666666,-0.16505320642713028
none,2008,0-15s,2PA,15,13,0.38655017152834675,0.06666666666666667,0.3198835048616801
none,2008,0-15s,3PA,24,22,0.4769466262996498,0.625,-0.1480533737003502
none,2008,15-30s,2PA,11,10,0.36883933558933374,0.09090909090909091,0.27793024468024286
none,2008,15-30s,3PA,7,7,0.458509212502008,0.14285714285714285,0.31565206964486514
none,2008,30-45s,2PA,16,16,0.34835626330496194,0.25,0.09835626330496194
none,2008,30-45s,3PA,5,5,0.4696010939772844,0.4,0.06960109397728437
none,2008,45-60s,2PA,15,15,0.31681341705839916,0.4,-0.08318658294160086
none,2008,45-60s,3PA,5,5,0.45654159574921155,0.8,-0.3434584042507885
none,2009,0-15s,2PA,18,17,0.37774691689730877,0.2777777777777778,0.09996913911953098
none,2009,0-15s,3PA,24,23,0.45901037167083514,0.25,0.20901037167083514
none,2009,15-30s,2PA,16,15,0.35649683662364373,0.0625,0.29399683662364373
none,2009,15-30s,3PA,5,5,0.5020117088218162,0.4,0.1020117088218162
none,2009,30-45s,2PA,10,10,0.32577014335837773,0.1,0.22577014335837772
none,2009,30-45s,3PA,5,5,0.4710514150486828,0.6,-0.12894858495131717
none,2009,45-60s,2PA,5,5,0.31807907306219596,0.2,0.11807907306219595
none,2009,45-60s,3PA,3,3,0.4770123754705597,0.3333333333333333,0.14367904213722638
none,2010,0-15s,2PA,17,17,0.36249954295353143,0.17647058823529413,0.1860289547182373
none,2010,0-15s,3PA,24,24,0.4702805191369696,0.5,-0.02971948086303039
none,2010,15-30s,2PA,22,22,0.35204724747685306,0.13636363636363635,0.2156836111132167
none,2010,15-30s,3PA,7,7,0.5014738931361086,0.14285714285714285,0.3586167502789657
none,2010,30-45s,2PA,19,19,0.31723005865318676,0.2631578947368421,0.05407216391634467
none,2010,30-45s,3PA,6,6,0.4400246408835368,0.5,-0.05997535911646318
none,2010,45-60s,2PA,17,16,0.3581565340388119,0.29411764705882354,0.06403888697998839
none,2010,45-60s,3PA,1,1,0.497348071494651,0.0,0.497348071494651
none,2011,0-15s,2PA,12,12,0.3876617921998901,0.08333333333333333,0.3043284588665568
none,2011,0-15s,3PA,21,19,0.48852698148401674,0.6190476190476191,-0.13052063756360233
none,2011,15-30s,2PA,12,12,0.39089069919617186,0.16666666666666666,0.2242240325295052
none,2011,15-30s,3PA,3,3,0.4501394115848217,0.3333333333333333,0.11680607825148837
none,2011,30-45s,2PA,10,10,0.33945810583859803,0.3,0.039458105838598045
