with_wp,target,orientation,exclude_terminal_next,min_time,max_time,score_abs,start_season,end_season,n,mean_pred,empirical_win_rate,bias,brier,log_loss,ece,mce,calibration_intercept,calibration_slope
data/wp/shot_decision_states_2000_2024_rs_with_wp_late45_score_band.csv.gz,next,offense,True,,45.0,7.0,,,48875,0.37142322428842633,0.33049616368286444,0.040927060605561894,0.11338580531384784,0.37048124999174,0.050007190760179926,0.1793653685874319,-0.4168178873766013,0.8615609896853546
