mode,model,params,note
fixed,xgb,"{""max_depth"": 4, ""learning_rate"": 0.05, ""min_child_weight"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_lambda"": 30, ""reg_alpha"": 0.0, ""gamma"": 1, ""n_estimators"": 8000}",retuning_skipped
