n_rows,propensity_mean,propensity_std,propensity_min,propensity_max,propensity_q01,propensity_q05,propensity_q10,propensity_q50,propensity_q90,propensity_q95,propensity_q99,overlap_threshold,overlap_rate,overlap_low_rate,overlap_high_rate,n_rows_binary_treatment,treat_a_rate,logloss,brier,extreme_threshold,extreme_rate,ipw_var,calibration_ece,calibration_mce
325791,0.32697964734602664,0.12941590350030413,0.03644096851348877,0.8999686241149902,0.11555089354515076,0.15887963771820068,0.18710345029830933,0.3027889132499695,0.4956117272377014,0.5827084481716156,0.7467714905738827,0.05,0.9999600971174771,3.99028825228444e-05,0.0,325791,0.32687520526963604,0.5887932541027564,0.20110193556276962,0.05,0.0,1.075755623378031,0.004836229003984621,0.05855312290685499
