time_left_game,score_diff,tau_catboost,tau_xgb,tau_lgbm,tau_mean_ensemble,tau_std_across_models,tau_sign_agree_ratio,tau_sign_disagree
0.0,-10.0,0.0027091761585325003,-0.005374412517994642,-0.002831129590049386,-0.0018321219831705093,0.0033748692440617465,0.3333333333333333,1
0.0,-9.0,-0.001237446558661759,-0.006502650678157806,-0.0036812247708439827,-0.0038071073358878493,0.0021513528178220102,0.0,0
0.0,-8.0,0.0036208292003721,-0.008792025968432426,-0.0025591510348021984,-0.002576782600954175,0.005067542238898001,0.3333333333333333,1
0.0,-7.0,0.0009874387178570032,-0.005111948121339083,-0.002166211837902665,-0.0020969070804615817,0.002490546434766553,0.3333333333333333,1
0.0,-6.0,-0.00015297197387553751,-0.005805903114378452,-0.0017330215778201818,-0.0025639655553580574,0.002381422339719374,0.0,0
0.0,-5.0,-0.002187119098380208,-0.01060642208904028,-0.00509733147919178,-0.005963624222204089,0.0034913238224281297,0.0,0
0.0,-4.0,-0.006793201435357332,-0.010462982580065727,-0.010433279909193516,-0.009229821308205525,0.00172299310614471,0.0,0
0.0,-3.0,-0.005646432284265757,-0.01076278742402792,-0.006324728950858116,-0.007577982886383931,0.0022689581381808823,0.0,0
0.0,-2.0,-0.014023681171238422,-0.019115976989269257,-0.011686759069561958,-0.014942139076689879,0.0031017192455894214,0.0,0
0.0,-1.0,-0.04234853386878967,-0.051157936453819275,-0.04275110363960266,-0.045419191320737205,0.004061232356641515,0.0,0
0.0,0.0,-0.021082201972603798,-0.028980497270822525,-0.02027060091495514,-0.023444433386127155,0.003928585544507116,0.0,0
0.0,1.0,-0.017118854448199272,-0.021088166162371635,-0.018538959324359894,-0.018915326644976933,0.00164217297933517,0.0,0
0.0,2.0,-0.007985969074070454,-0.00768567668274045,-0.009119768626987934,-0.008263804794599613,0.0006175486171632427,0.0,0
0.0,3.0,0.0013743957970291376,-0.006682943552732468,-0.00766046391800046,-0.004323003891234596,0.0040483872444879564,0.3333333333333333,1
0.0,4.0,0.004154655151069164,-0.0038879576604813337,-0.004049732815474272,-0.001261011774962147,0.003830024281078413,0.3333333333333333,1
0.0,5.0,0.004850456025451422,-0.005226753186434507,-0.003623593132942915,-0.0013332967646420002,0.004421284086930623,0.3333333333333333,1
0.0,6.0,0.008800949901342392,-0.005231135990470648,-0.003566382685676217,1.1437417318423588e-06,0.006259408503817583,0.3333333333333333,1
0.0,7.0,0.008502288721501827,-0.006186095532029867,-0.0037686717696487904,-0.0004841595267256101,0.006430561069366791,0.3333333333333333,1
0.0,8.0,0.007261428516358137,-0.006186095532029867,-0.003875412978231907,-0.0009333599979678789,0.005870873447906694,0.3333333333333333,1
0.0,9.0,0.007261428516358137,-0.006186095532029867,-0.003875412978231907,-0.0009333599979678789,0.005870873447906694,0.3333333333333333,1
0.0,10.0,0.007167079485952854,-0.006186095532029867,-0.003875412978231907,-0.00096480967476964,0.005826979174942111,0.3333333333333333,1
1.0,-10.0,0.003418722888454795,-0.00349016347900033,-0.002532141050323844,-0.0008678605469564596,0.003056201335538222,0.3333333333333333,1
1.0,-9.0,-7.905303937150165e-05,-0.004618401639163494,-0.0033822364639490843,-0.0026932303808280267,0.0019161538672632296,0.0,0
1.0,-8.0,0.0016472998540848494,-0.006907772738486528,-0.0021610218100249767,-0.002473831564808885,0.0034995908544721305,0.3333333333333333,1
1.0,-7.0,-0.0002882141852751374,-0.0032276948913931847,-0.001768082962371409,-0.0017613306796799104,0.0012000474713947007,0.0,0
1.0,-6.0,-0.0005225691711530089,-0.003921652212738991,-0.0013348929351195693,-0.001926371439670523,0.0014493277745007,0.0,0
1.0,-5.0,-0.00255671632476151,-0.008722171187400818,-0.004575240425765514,-0.005284709312642614,0.0025665434591937908,0.0,0
1.0,-4.0,-0.007207806687802076,-0.008578729815781116,-0.013068017549812794,-0.009618184684465328,0.0025027808073994524,0.0,0
1.0,-3.0,-0.006061036605387926,-0.008878524415194988,-0.00895946566015482,-0.007966342226912579,0.0013476597010729358,0.0,0
1.0,-2.0,-0.012917272746562958,-0.017231719568371773,-0.014321497641503811,-0.014823496652146181,0.0017967776897487877,0.0,0
1.0,-1.0,-0.03948149085044861,-0.04091823101043701,-0.0335831418633461,-0.03799428790807724,0.003173821318515086,0.0,0
1.0,0.0,-0.020131420344114304,-0.026339128613471985,-0.016141140833497047,-0.020870563263694446,0.0041959891866562,0.0,0
1.0,1.0,-0.01616806536912918,-0.01858859322965145,-0.014409495517611504,-0.01638871803879738,0.001713228944064036,0.0,0
1.0,2.0,-0.007035185117274523,-0.00518608745187521,-0.007821099832654,-0.006680790800601244,0.0011045418538869758,0.0,0
1.0,3.0,0.0023538912646472454,-0.004183333832770586,-0.00766046391800046,-0.003163302162041267,0.004151479727199598,0.3333333333333333,1
1.0,4.0,0.005134150851517916,-0.0013883603969588876,-0.004049732815474272,-0.0001013141203050812,0.0038581771076418793,0.3333333333333333,1
1.0,5.0,0.0058299521915614605,-0.002727166749536991,-0.003623593132942915,-0.00017360256363948187,0.004260899540334837,0.3333333333333333,1
1.0,6.0,0.008001556620001793,-0.002731553977355361,-0.003566382685676217,0.0005678733189900717,0.00526744532057458,0.3333333333333333,1
1.0,7.0,0.00770289683714509,-0.0036865146830677986,-0.0037686717696487904,8.257012814283371e-05,0.005388489077695698,0.3333333333333333,1
1.0,8.0,0.0073400079272687435,-0.0036865146830677986,-0.003875412978231907,-7.397324467698733e-05,0.005243043534370301,0.3333333333333333,1
1.0,9.0,0.0073400079272687435,-0.0036865146830677986,-0.003875412978231907,-7.397324467698733e-05,0.005243043534370301,0.3333333333333333,1
1.0,10.0,0.007245659828186035,-0.0036865146830677986,-0.003875412978231907,-0.00010542261103789012,0.0051985722663489544,0.3333333333333333,1
2.0,-10.0,0.006414518691599369,0.0033356379717588425,0.002095278585329652,0.003948478416229288,0.0018157897880695072,1.0,0
2.0,-9.0,0.002040604129433632,0.0022074009757488966,0.0012451837537810206,0.0018310629529878497,0.00041983816249646004,1.0,0
2.0,-8.0,0.0018028842750936747,-8.196101407520473e-05,0.002222714014351368,0.0013145457584566127,0.0010022433592651772,0.6666666666666666,1
2.0,-7.0,0.004199550487101078,0.003598115872591734,0.0026156532112509012,0.0034711065236479044,0.0006528303384242874,1.0,0
2.0,-6.0,0.0002189188526244834,0.0029157581739127636,0.0034713484346866608,0.002202008487074636,0.0014204819623785986,1.0,0
2.0,-5.0,0.0031758835539221764,0.00280284252949059,-0.0022982461377978325,0.0012268266485383113,0.0024972509569795597,0.6666666666666666,1
2.0,-4.0,-0.006950460374355316,-0.0029643841553479433,-0.008142536506056786,-0.006019127011920015,0.0022141743104788386,0.0,0
2.0,-3.0,-0.004577265121042728,-0.0021192084532231092,-0.005482460372149944,-0.004059644648805261,0.0014209888769212244,0.0,0
2.0,-2.0,-0.004427813459187746,-0.0076539525762200356,-0.009271827526390553,-0.007117864520599444,0.0020135641490234783,0.0,0
2.0,-1.0,-0.01984228752553463,-0.02838219702243805,-0.011643897742033005,-0.019956127430001896,0.006833856175590706,0.0,0
2.0,0.0,-0.013497848063707352,-0.018873021006584167,-0.00984704215079546,-0.01407263707369566,0.003707187647511135,0.0,0
2.0,1.0,-0.010992619208991528,-0.017819000408053398,-0.00967528484761715,-0.012828968154887358,0.0035692351067273427,0.0,0
2.0,2.0,-0.005743839778006077,-0.0035321777686476707,-0.00475485110655427,-0.004676956217736006,0.0009045856956595554,0.0,0
2.0,3.0,0.0035799341276288033,-0.0029773744754493237,-0.006213734857738018,-0.0018703917351861794,0.004074149902262996,0.3333333333333333,1
2.0,4.0,0.007698518224060535,-0.00018240704957861453,-0.002603002591058612,0.001637702861141103,0.004398100562849707,0.3333333333333333,1
2.0,5.0,0.006554447114467621,-0.0016868084203451872,-0.0021768626756966114,0.0008969253394752741,0.0040054714886166585,0.3333333333333333,1
2.0,6.0,0.005286748055368662,-0.0016912049613893032,-0.002119652461260557,0.0004919635442396005,0.0033949335483097797,0.3333333333333333,1
2.0,7.0,0.0049880873411893845,-0.002646172419190407,-0.002321941312402487,6.657869865496953e-06,0.003524888758148534,0.3333333333333333,1
2.0,8.0,0.004625201225280762,-0.002646172419190407,-0.002428682753816247,-0.000149884649241964,0.0033776628280944,0.3333333333333333,1
2.0,9.0,0.004625201225280762,-0.002646172419190407,-0.002428682753816247,-0.000149884649241964,0.0033776628280944,0.3333333333333333,1
2.0,10.0,0.004299637395888567,-0.002646172419190407,-0.002428682753816247,-0.00025840592570602894,0.0032242461268525975,0.3333333333333333,1
3.0,-10.0,-0.005127325188368559,-0.00799771398305893,-0.004144501872360706,-0.0057565136812627316,0.0016347720559149715,0.0,0
3.0,-9.0,-0.009501240216195583,-0.009125951677560806,-0.005459150765091181,-0.008028780886282524,0.0018234508660975818,0.0,0
3.0,-8.0,-0.01366492360830307,-0.012109479866921902,-0.007415689527988434,-0.011063364334404469,0.0026563132255279626,0.0,0
3.0,-7.0,-0.006960044149309397,-0.009869459085166454,-0.004529321566224098,-0.007119608266899983,0.0021830197297964433,0.0,0
3.0,-6.0,-0.013632740825414658,-0.010837108828127384,-0.0014462711988016963,-0.008638706950781247,0.005212308420193451,0.0,0
3.0,-5.0,-0.02218795195221901,-0.018711231648921967,-0.011374230496585369,-0.017424471365908783,0.004507472088984613,0.0,0
3.0,-4.0,-0.03668155521154404,-0.031146828085184097,-0.027462365105748177,-0.03176358280082544,0.0037889010135878404,0.0,0
