window,outer_fold,train_years,test_years,time_bin_left,time_bin_right,time_bin_mid,score_diff_cell,cate_value,tau_mean_ensemble,tau_catboost,tau_xgb,tau_lgbm,tau_catboost_raw,tau_xgb_raw,tau_lgbm_raw,tau_std_across_models,tau_sign_agree_ratio,n,shown_in_figure
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,1,0.006927718460513644,0.006927718460513644,0.0058088199326529364,0.007666139525545737,0.0073081959233422585,0.005522267,0.009567065,0.007973462,0.006549809253531033,0.878136200716846,93,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,2,-0.0021394176053075825,-0.0021394176053075825,-0.004010769018545767,-0.0035395699492209135,0.0011320861518439335,0.00074761116,-0.0063215834,0.0013464444,0.005274316255827979,0.7363636363636363,110,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,3,-0.00829389775401326,-0.00829389775401326,-0.018684791617284632,-0.0013600594649815865,-0.004836842179773558,-0.0063874535,-0.0032312414,-0.005058266,0.0051670077568426115,0.9882005899705015,113,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,4,-0.0004277345281123897,-0.0004277345281123897,-0.004880722106075343,0.0026812164678639695,0.0009163020538742044,0.00032460707,0.00249891,0.0011149063,0.004385783566820109,0.7836879432624114,94,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,5,-0.0015856523626879297,-0.0015856523626879297,-0.005424949538913501,0.002047629252021922,-0.0013796368011722107,5.9983115e-05,0.0016005427,-0.0013486557,0.00441002612933842,0.6821705426356589,86,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,6,-0.006348284676006394,-0.006348284676006394,-0.01393042219954141,-2.022685470568109e-05,-0.005094204973772094,-0.0040756995,-0.0013314841,-0.005334419,0.0040806916242316325,0.9240506329113924,79,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,7,-0.007543115880446089,-0.007543115880446089,-0.016843956835578135,-0.0007068535390507019,-0.00507853726670943,-0.00549237,-0.0023050567,-0.0053176074,0.004377828012819159,0.9747474747474747,66,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,8,-0.008600341168009814,-0.008600341168009814,-0.01743964791813436,-0.0013347070808756862,-0.007026668505019392,-0.0057820175,-0.003195294,-0.0074079684,0.005842316406255579,0.9565217391304348,69,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,9,-0.008258792933212012,-0.008258792933212012,-0.016814256362411156,-0.0012585394589988423,-0.006703582978226041,-0.005477929,-0.0030872955,-0.007061295,0.0044437232925798025,0.9682539682539683,63,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,60,75,67.5,10,-0.01034723651124459,-0.01034723651124459,-0.023319879313708793,-0.0012709057804218304,-0.0064509244396031475,-0.008641209,-0.0031048297,-0.0067901905,0.005333001071773545,0.9766081871345029,57,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-10,-0.0008070219631859744,-0.0008070219631859744,-0.0013280742486791578,-0.0005031763314000101,-0.0005898153094787553,0.002052039,-0.0020162612,-0.0005011705,0.005671651142834468,0.7419354838709677,62,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-9,0.00038664085641327314,0.00038664085641327314,0.0024083269283330295,-0.0004442413551241195,-0.0008041630039690905,0.0038688187,-0.0019326969,-0.00073116744,0.005891304570249401,0.7490196078431373,85,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-8,-0.003788590764681269,-0.003788590764681269,-0.003737696816792208,-0.0025980161977755406,-0.0050300592794760585,0.00088038924,-0.0049865483,-0.0052655903,0.0063527311209701075,0.8577235772357723,82,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-7,0.0064091773129741824,0.0064091773129741824,0.009625989684142711,0.005188515153203689,0.004413027101576149,0.0073783193,0.006054025,0.004866922,0.008741347247805389,0.89,100,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-6,0.011708399731828436,0.011708399731828436,0.01896462407196003,0.006591263744739876,0.009569311378785398,0.0119191175,0.008042992,0.010399659,0.006854805867472815,0.9570957095709571,101,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-5,0.009267436066375126,0.009267436066375126,0.011154145676526159,0.007042224272442084,0.009605938250157136,0.008121367,0.008682412,0.01043896,0.008252898138543794,0.8565891472868218,86,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-4,0.004159871703025332,0.004159871703025332,0.0031111667287826374,0.0058145597492651885,0.003553888631028169,0.004210566,0.006941698,0.003945059,0.00867723088632282,0.7359735973597359,101,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-3,0.0027334883622680325,0.0027334883622680325,-0.0005550909847870351,0.0061044683729590985,0.0026510876986320345,0.0024278925,0.0073527615,0.002976346,0.006761931426316827,0.704861111111111,96,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-2,-0.00016177658982580308,-0.00016177658982580308,-0.009620669449854421,0.005455357380156478,0.003679982300220533,-0.0019801348,0.006432383,0.004080359,0.007954284751019905,0.6967418546365914,133,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,-1,0.005083266637352036,0.005083266637352036,0.005213705688256339,0.006521966743177966,0.0035141274806218038,0.0052329,0.007944735,0.0039023953,0.006679028367909784,0.7227722772277227,101,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,0,-0.007583815198883304,-0.007583815198883304,-0.01473507214186453,-0.002382981395069679,-0.005633392059715701,-0.004466951,-0.0046816487,-0.0059129717,0.006321173318634815,0.8608695652173913,115,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,1,-0.0003461758232245009,-0.0003461758232245009,-0.004153371403226362,0.0010186164485743554,0.002096227484978505,0.0006782725,0.00014149869,0.0023809762,0.004480339358114358,0.7689768976897691,101,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,2,-0.004735424062279567,-0.004735424062279567,-0.011522908951102523,-0.002844930840167479,0.00016156760443129974,-0.0029050754,-0.0053366506,0.00030506976,0.004553564185617464,0.8148148148148148,117,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,3,-0.009306093007380209,-0.009306093007380209,-0.021696780828795472,-0.0013894648204441954,-0.004832033372900957,-0.007851997,-0.0032729353,-0.0050531067,0.004081096372991699,0.9969969969969971,111,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,4,-0.000443463641771,-0.000443463641771,-0.004813417738952151,0.00267146131556969,0.0008115654980694609,0.00035733302,0.0024850783,0.0010025231,0.004602004032134317,0.7624521072796935,87,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,5,-0.00058415933287992,-0.00058415933287992,-0.0023514473991064094,0.0020530671201049607,-0.0014540977196383115,0.001554436,0.0016082531,-0.0014285529,0.0035654089765570873,0.6865079365079365,84,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,6,-0.005371748274380728,-0.005371748274380728,-0.011465864219675543,0.0001215425432621751,-0.004770923146728816,-0.002877338,-0.0011304682,-0.0049875346,0.004669419868659327,0.8533333333333334,75,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,7,-0.0067179967819836215,-0.0067179967819836215,-0.013814428760559685,-0.0008503813938913273,-0.005489180191499854,-0.004019299,-0.0025085656,-0.005758231,0.004322079492549233,0.9615384615384616,78,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,8,-0.00718922198714162,-0.00718922198714162,-0.013318812534717745,-0.0013754329156966127,-0.0068734205110105,-0.003778312,-0.0032530394,-0.007243532,0.004437997532999603,0.9604519774011299,59,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,9,-0.007864452587851619,-0.007864452587851619,-0.015464316843962917,-0.0012861312946717224,-0.006842909624920216,-0.004821537,-0.003126418,-0.007210794,0.004302648563969563,0.9629629629629629,63,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,75,90,82.5,10,-0.00978222029240242,-0.00978222029240242,-0.02081374471750871,-0.0012816471254017223,-0.007251269034296824,-0.0074226316,-0.00312006,-0.007648967,0.005769346725778174,0.9863945578231293,49,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-10,-0.0010970661937152058,-0.0010970661937152058,-0.0022088802245437047,-0.0003649367191577842,-0.0007173816374441284,0.0016237578,-0.0018202504,-0.0006380503,0.005072735013558661,0.7384615384615385,65,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-9,0.0004867389033601595,0.0004867389033601595,0.0022519019274111905,-0.0005819367987254954,-0.0002097484186052164,0.0037927588,-0.002127936,-9.3355506e-05,0.004352955702549095,0.7032520325203252,82,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-8,-0.004204498618465788,-0.004204498618465788,-0.006578388001115989,-0.0021264910009241756,-0.0039086168533571984,-0.00050086237,-0.0043179695,-0.0040622726,0.0061962144978784245,0.8215962441314554,71,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-7,0.00602775721354593,0.00602775721354593,0.0077466249131450515,0.005213701984281857,0.005122944743210884,0.0064645014,0.006089738,0.0056286696,0.007013395286857261,0.8737373737373737,66,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-6,0.00995306290476825,0.00995306290476825,0.013148925601405315,0.006743925502153635,0.009966337610745803,0.009091304,0.008259452,0.010825671,0.005308569277562252,0.9180327868852459,61,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-5,0.009946304124751065,0.009946304124751065,0.012809075608074368,0.007608892658621812,0.00942094410755701,0.008926056,0.009485894,0.01024046,0.006392621995775716,0.9047619047619048,98,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-4,0.004380772033306683,0.004380772033306683,0.0021380956828733868,0.007310147226890135,0.003694073190156527,0.003737422,0.009062301,0.0040954784,0.00754985018239634,0.7147435897435896,104,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-3,0.004320164206250245,0.004320164206250245,0.001804774768702123,0.007920510530957036,0.0032352073190915777,0.0035753488,0.009927739,0.0036031115,0.006398915530987618,0.7146892655367231,118,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-2,0.0023327900119054067,0.0023327900119054067,-0.005361348043286443,0.007206322538390249,0.005153395540612412,9.0908565e-05,0.008915087,0.0056613437,0.007451349570269308,0.7181571815718156,123,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,-1,0.005537822733231514,0.005537822733231514,0.0018141568478251425,0.007888373817329344,0.006910937534540057,0.0035799106,0.009882173,0.0075472016,0.00584075347215265,0.7570093457943925,107,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,0,-0.006068358370503728,-0.006068358370503728,-0.01365722165041914,-0.001297777258475449,-0.0032500762026165956,-0.003942859,-0.003142931,-0.0033556533,0.005826387927448744,0.8259587020648967,113,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,1,-0.0014576261835342011,-0.0014576261835342011,-0.006702162095276157,0.0009628545388110807,0.0013664290058624721,-0.00056104595,6.243352e-05,0.0015978963,0.0053398678405710415,0.7640449438202247,89,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,2,-0.005070167776786686,-0.005070167776786686,-0.01224713426190754,-0.002630590121533921,-0.00033277894691859425,-0.0032572213,-0.005032735,-0.0002253683,0.004747084631420616,0.8238993710691823,106,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,3,-0.009129066566460373,-0.009129066566460373,-0.020496303938469282,-0.0013952202618042362,-0.005495675499107601,-0.00726828,-0.003281096,-0.0057652,0.005150947599455346,0.9756944444444445,96,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,4,-0.0011477991890380802,-0.0011477991890380802,-0.006392194703894032,0.0027366598500220152,0.00021213728675777564,-0.0004103281,0.0025775237,0.00035933146,0.004570076596413278,0.7403508771929824,95,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,5,-0.0009928077984667353,-0.0009928077984667353,-0.0033775153454779125,0.0021280521590024653,-0.0017289602089247582,0.001055523,0.0017145749,-0.0017234827,0.004306001465296247,0.6937984496124031,86,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,6,-0.005769589485663603,-0.005769589485663603,-0.011993188476706563,5.50465506404737e-05,-0.005370626530924722,-0.0031337433,-0.0012247533,-0.0056310217,0.0033016232374398348,0.9017094017094016,78,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,7,-0.006450315762039151,-0.006450315762039151,-0.01307338804601013,-0.0006815588604430275,-0.005596000379664296,-0.003658977,-0.002269191,-0.00587285,0.004891017920184446,0.9402985074626866,67,True
30--300s,train2000_2009_test2010_2012,2000-2009,2010-2012,90,105,97.5,8,-0.008156529133226627,-0.008156529133226627,-0.015782154632528224,-0.0013721105325154898,-0.007315322234636168,-0.004976082,-0.0032483288,-0.007717697,0.004897055019925922,0.9655172413793104,58,True
