window,outer_fold,train_years,test_years,time_bin_left,time_bin_right,time_bin_mid,score_diff_cell,cate_value,tau_mean_ensemble,tau_catboost,tau_xgb,tau_lgbm,tau_catboost_raw,tau_xgb_raw,tau_lgbm_raw,tau_std_across_models,tau_sign_agree_ratio,n,shown_in_figure
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-8,-0.006025565526326064,-0.006025565526326064,-0.005614141585688688,-0.0042173055854084944,-0.008245249407881012,-0.0008579024,-0.004727154,-0.01097915,0.016518316608364884,0.9135802469135803,27,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-7,0.005366964170242608,0.005366964170242608,0.00817716420808029,0.003824400016532368,0.004099328286115167,0.0067501464,0.005958111,0.005099084,0.022824253202989392,0.9404761904761905,56,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-6,-0.004848445095807916,-0.004848445095807916,-0.017674572786942514,0.003559472767386583,-0.0004302352678678169,-0.007511105,0.0056060944,-0.0008004604,0.019561219758630868,0.8477366255144033,81,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-5,0.00252301731668221,0.00252301731668221,-0.006279133951927979,0.00947953543694879,0.004368650465025819,-0.0012247491,0.0134722665,0.0054498636,0.025643378269878062,0.8632478632478632,78,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-4,-0.012837722324786874,-0.012837722324786874,-0.029709221624950728,-0.00018226926462629737,-0.008621676084783597,-0.014150085,0.0006343248,-0.011469428,0.035005143254561374,0.9490196078431373,85,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-3,-0.021283874655326312,-0.021283874655326312,-0.049105557863009394,0.0008053578590119308,-0.01555142396198147,-0.024850179,0.0019466158,-0.0204951,0.03625564373370597,0.9099099099099098,74,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-2,-0.02055325999320213,-0.02055325999320213,-0.046838474070190816,-0.0022706522669135643,-0.01255065364250201,-0.023599532,-0.0021405749,-0.016586738,0.03799121073158773,0.875,56,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,-1,-0.015622973265973608,-0.015622973265973608,-0.020064626301209164,-0.014475887985359889,-0.012328405511351772,-0.008829591,-0.018358054,-0.01629727,0.04397412644014797,0.8918918918918919,37,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,0,-0.014263956966227148,-0.014263956966227148,-0.02583635313167505,-0.012986674438084921,-0.003968843328921474,-0.012013596,-0.01637929,-0.005409332,0.016564742818406728,0.9242424242424242,44,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,1,0.010298391788610719,0.010298391788610719,0.010565896103331066,0.009263237376148007,0.011066041886353085,0.008067903,0.013184864,0.014172902,0.012219845132930698,0.8787878787878788,11,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,2,-0.00885119037240133,-0.00885119037240133,-0.018509373582877187,-0.00042067006794520724,-0.007623527466381596,-0.007971628,0.00031755422,-0.010169387,0.008322896967537286,0.8333333333333333,8,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,3,-0.013987137094772594,-0.013987137094772594,-0.027739747664585382,-0.005222986813878733,-0.008998676805853662,-0.013063613,-0.006063434,-0.011960454,0.011295858312467157,0.861111111111111,12,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,6,0.0037189666298260483,0.0037189666298260483,0.012137509660776504,-0.0029772129446907856,0.0019966031733924263,0.008934893,-0.0030794041,0.002360383,,0.6666666666666666,1,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,8,-0.004218729580423142,-0.004218729580423142,-0.001994528031473,-0.008057034329554697,-0.002604626380241729,0.0011388771,-0.009829122,-0.003632503,0.018727127019456075,0.8333333333333333,2,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,9,-0.01592471146527951,-0.01592471146527951,-0.030133323702761415,-0.011857213731840495,-0.005783596961236623,-0.0143840425,-0.014878538,-0.0077729635,0.008240405927657833,0.9583333333333334,8,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,3,6,4.5,10,-0.00959451961810253,-0.00959451961810253,-0.015252381391486365,-0.008218790437241974,-0.005312387025579252,-0.00617489,-0.010044051,-0.0071592345,0.006893083728996835,0.9166666666666666,8,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-10,0.014630665783050502,0.014630665783050502,0.03600676227980703,0.006255363590380377,0.0016298714789641042,0.022102496,0.009188208,0.0018827321,0.021207561334303095,0.9523809523809524,28,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-9,0.006483933146943766,0.006483933146943766,0.017109660887730242,0.003154999538623585,-0.0008128609855225297,0.011677807,0.005068658,-0.0012988126,0.01966598331389549,0.9814814814814815,36,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-8,6.433916805953003e-05,6.433916805953003e-05,0.0028472366900815864,-0.002465220343108636,-0.0001889988427943595,0.003809863,-0.0023991037,-0.0004862613,0.012867780255671143,0.86,50,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-7,0.011735865446432979,0.011735865446432979,0.024485363784951517,-0.0005176532987715384,0.011239885853118957,0.015746655,0.00018868958,0.014399326,0.018493003551553342,0.9382716049382716,54,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-6,0.0010952990089297264,0.0010952990089297264,0.0004112917263783767,0.0031568647376217927,-0.0002822594372109913,0.0024660607,0.0050711366,-0.00060772884,0.01676225443766896,0.8686868686868687,66,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-5,0.012932788120012015,0.012932788120012015,0.015965428052850887,0.012101550512304845,0.01073138579488031,0.011046585,0.01695622,0.013737029,0.017811727672665575,0.8308457711442786,67,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-4,0.0021459146030165786,0.0021459146030165786,0.0032231355837043694,0.0018666530087750688,0.001347955216570298,0.0040172297,0.0033567918,0.0015155495,0.018576218717761783,0.892156862745098,68,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-3,-0.006978458287511313,-0.006978458287511313,-0.019413151428606164,0.004019601122665371,-0.005541824556593144,-0.008470202,0.006217481,-0.007458066,0.021170723968552276,0.8923076923076924,65,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-2,0.0003876535991842165,0.0003876535991842165,0.0002913907534119336,0.0019347502379543115,-0.0010631801938135958,0.0023999165,0.0034472747,-0.0016248416,0.013395122113433735,0.8424242424242425,55,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,-1,0.012167745712044728,0.012167745712044728,0.02242031577763128,0.00225797016209197,0.011824951196410933,0.014607459,0.003876747,0.015161347,0.01093842551508087,0.7564102564102563,26,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,0,-0.0007929257861661126,-0.0007929257861661126,0.0014796369867457367,-0.005634450354435101,0.0017760360091910263,0.003055419,-0.0066101584,0.0020731047,0.009786176163599074,0.8245614035087719,19,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,1,0.014999203218912543,0.014999203218912543,0.02350651436879763,0.011308512916609736,0.010182582371330264,0.015206667,0.015902486,0.013022238,0.012796425335526626,0.9333333333333333,20,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,2,1.0025730594801692e-05,1.0025730594801692e-05,0.00015070375215529304,0.005371014891787194,-0.005491641452158082,0.002322306,0.008013147,-0.007392705,0.009303321255072187,0.7333333333333333,15,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,3,-0.006784322172004783,-0.006784322172004783,-0.01027371410585158,-0.0015584899269842959,-0.008520762483178474,-0.003428381,-0.0011943026,-0.011337994,0.005873623638086419,0.8833333333333334,20,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,4,-0.0015039111392589283,-0.0015039111392589283,-0.0022232013543827898,0.0031917855770827765,-0.005480317640476772,0.0010127282,0.005117537,-0.007377956,0.0031617039444478516,0.6666666666666666,3,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,5,-0.0018163320660540226,-0.0018163320660540226,0.00295562562173882,-0.001999179703004615,-0.006405442116896272,0.0038696565,-0.0017798608,-0.008582887,0.0030851688704704935,0.7777777777777777,3,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,6,-0.003173888170904847,-0.003173888170904847,-0.0009206932359014848,-0.0031255988210982864,-0.005475372455714771,0.0017312639,-0.003276569,-0.0073715155,0.0026961588981787056,0.8333333333333333,2,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,7,-0.010220505115124874,-0.010220505115124874,-0.025946367032629064,-0.0033263630893333295,-0.0013887852234122265,-0.012074285,-0.0035433308,-0.002048927,0.00879260010744003,0.9166666666666666,4,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,8,-0.006422963971573305,-0.006422963971573305,-0.011393863056449047,-0.00627695202255892,-0.001598076835711947,-0.004046317,-0.0074638706,-0.0023215194,0.006792967382210564,0.8518518518518517,9,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,9,-0.007549307931905136,-0.007549307931905136,-0.019487043814847702,-0.0029980990465906243,-0.0001627809342770823,-0.008510965,-0.0031071561,-0.0004521137,0.00346169574284563,0.8333333333333333,4,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,6,9,7.5,10,-0.00915179087426662,-0.00915179087426662,-0.016373980986213336,-0.005590121451667603,-0.005491270184918918,-0.0067936266,-0.0065512573,-0.0073922216,0.00997225894426923,0.8666666666666666,10,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-10,0.008213022319870953,0.008213022319870953,0.018488302359676877,0.004873597730254336,0.00127716686968164,0.012438343,0.007352213,0.0014233509,0.0187457431867916,1.0,21,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-9,0.01415154525793926,0.01415154525793926,0.03198176688871568,0.007833747472675673,0.0026391214124264276,0.019882085,0.011285457,0.003197233,0.019495276392505215,0.9727891156462585,49,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-8,-0.00501187785823266,-0.00501187785823266,-0.013534345392032068,-0.0024735960118860132,0.0009723078292201018,-0.0052271257,-0.0024102326,0.0010262863,0.01296692413885942,0.7982456140350876,38,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-7,0.007092838151624896,0.007092838151624896,0.010898433810891306,-0.0010140256572254245,0.011394106301208809,0.008251349,-0.00047085588,0.01460019,0.018297838340471165,0.8431372549019608,51,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-6,-0.004892716181046885,-0.004892716181046885,-0.009375435797984345,0.005228571845171945,-0.010531284590328255,-0.0029328407,0.007823878,-0.0139566045,0.01859933066906797,0.8421052631578947,57,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-5,0.005266578242324696,0.005266578242324696,-0.00324309681535196,0.01391154467874597,0.005131286863580075,0.00045009734,0.019361217,0.0064431615,0.016964689727142077,0.783625730994152,57,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-4,-0.0012021838711022339,-0.0012021838711022339,-0.00822836584063181,0.0013842553031189074,0.003237558924206202,-0.0023000534,0.0027158149,0.00397667,0.01640895327708364,0.8852459016393442,61,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-3,-0.005695822372728126,-0.005695822372728126,-0.018564921026940552,0.004874340518476735,-0.0033968866097205622,-0.008002271,0.0073532,-0.0046643848,0.019593683007536455,0.8926553672316384,59,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-2,0.0005936668881959828,0.0005936668881959828,-0.00889573406126845,0.005897560200586711,0.004779174525269687,-0.0026682108,0.008712783,0.005984552,0.010657107844144,0.7747747747747747,37,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,-1,0.01438961224129074,0.01438961224129074,0.02406976639532795,0.004722893509255362,0.014376176819288912,0.015517387,0.0071519674,0.018484198,0.013650424673115032,0.8045977011494252,29,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,0,0.0016624306712611158,0.0016624306712611158,0.00514556523203779,-0.003749724690571686,0.0035914514723172438,0.0050777486,-0.0041058646,0.0044375984,0.011479365045249604,0.8636363636363636,22,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,1,0.010495663917086189,0.010495663917086189,0.010091768325626145,0.01143183376624887,0.009963389659383549,0.0078063486,0.016066346,0.01273675,0.012801807305429203,0.893939393939394,22,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,2,-0.002851187236225977,-0.002851187236225977,-0.009631314820398123,0.006132112298676331,-0.005054359186956139,-0.0030739978,0.00902444,-0.0068231653,0.008249353816589769,0.7391304347826086,23,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,3,-0.006810839105276469,-0.006810839105276469,-0.012474322580663088,-0.00023025359129674391,-0.007727941143869573,-0.0046423585,0.00057056657,-0.010305381,0.008544462234300384,0.8596491228070174,19,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,4,-0.0060547320772019585,-0.0060547320772019585,-0.019396702492197666,0.003385631968755764,-0.002153125708163974,-0.008461127,0.005375107,-0.0030444446,0.00358442615702139,0.6666666666666666,4,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,5,0.0022906942947056854,0.0022906942947056854,0.010466647532506316,-0.0016799829977865253,-0.001914581650602733,0.0080131525,-0.0013557342,-0.0027337521,0.0074349834588471626,0.6666666666666666,2,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,6,-0.002596909894697278,-0.002596909894697278,-0.0015500871180561132,-0.0036934334302029708,-0.0025472091358327486,0.0013840555,-0.0040310686,-0.0035577198,0.004335427687040415,0.7619047619047619,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,7,-0.010907582588963823,-0.010907582588963823,-0.024792775111274118,-0.004934263974638804,-0.0029957086809785454,-0.0114379,-0.005679799,-0.0041418695,0.006563245662597462,0.9444444444444445,6,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,8,-0.012891039908816718,-0.012891039908816718,-0.026336414230211755,-0.005744348266285651,-0.006592357229952752,-0.012289457,-0.006756183,-0.008826336,,1.0,1,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,9,-0.0036186793419251016,-0.0036186793419251016,-0.0033361571220956927,-0.0041584977080375675,-0.0033613831956420454,0.00039876014,-0.004649014,-0.004618143,0.005305284671503257,0.7666666666666666,10,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,9,12,10.5,10,-0.01038917610166113,-0.01038917610166113,-0.021353366372030044,-0.005498763706741931,-0.004315398226211417,-0.009540532,-0.0064298674,-0.005860703,0.004684971804452002,0.9583333333333333,8,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-10,0.012861108245264756,0.012861108245264756,0.02427935072950851,0.012078462387496741,0.002225511618789013,0.015633006,0.016925542,0.0026585257,0.016104679228449752,0.9629629629629629,18,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-9,0.004980382693101676,0.004980382693101676,0.008745238368828156,0.00830982490639362,-0.002113915195916747,0.0070635276,0.011918035,-0.0029933746,0.01979422320271275,0.9430894308943089,41,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-8,-0.008014358632981977,-0.008014358632981977,-0.016165494021230988,0.0002827783980524728,-0.008160360275767414,-0.006678614,0.0012522482,-0.010868587,0.01368227622582818,0.8787878787878788,44,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-7,0.0022003223714415223,0.0022003223714415223,0.0007452387077111734,0.0037674229871694884,0.002088305419443904,0.0026502842,0.005882404,0.0024798207,0.018259232200782922,0.8300653594771242,51,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-6,8.939855617189901e-05,8.939855617189901e-05,-0.00893448226461653,0.011281563758432483,-0.002078885825300256,-0.0026895865,0.015866678,-0.0029477507,0.019587797560817386,0.7712418300653594,51,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-5,0.0076074363097939565,0.0076074363097939565,0.0014591400181448693,0.012995766703897143,0.008367402207339855,0.003044112,0.018144393,0.01065805,0.01878135085359521,0.8035714285714286,56,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-4,-0.001713396971797789,-0.001713396971797789,-0.009096771966950003,0.0006068707177300613,0.003349710333826574,-0.0027791145,0.0016828798,0.004122742,0.01633522895048482,0.8518518518518519,54,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-3,-0.010096193231780603,-0.010096193231780603,-0.026514111055717177,0.0015262111996609893,-0.005300679839285624,-0.012387484,0.002904436,-0.0071439864,0.016812416972434543,0.8988095238095238,56,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-2,-0.002640847648208219,-0.002640847648208219,-0.007377672132034533,0.0005744203730734469,-0.001119291185663571,-0.0018307636,0.001639762,-0.0016979235,0.010802264174034725,0.8125,32,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,-1,0.01396874490965102,0.01396874490965102,0.0214092759438528,0.001874581346974891,0.018622377438125372,0.0140497135,0.0033673265,0.024014678,0.009584449996452183,0.8095238095238095,21,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,0,-5.7294644031098915e-05,-5.7294644031098915e-05,0.0035625534664420863,-0.005418820090165281,0.0016843826916298976,0.0042044716,-0.0063236435,0.0019537306,0.010088498734425617,0.8,15,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,1,0.008489157225759039,0.008489157225759039,0.00972219502839072,0.008989672821442168,0.00675560382744423,0.007602471,0.012821371,0.008558759,0.007792409652091417,0.888888888888889,21,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,2,-0.003636444089072567,-0.003636444089072567,-0.010706133008946272,0.004572788681110953,-0.004775987939382382,-0.0036669273,0.006952519,-0.0064606,0.006943849912408395,0.7096774193548387,31,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,3,-0.007353227605882559,-0.007353227605882559,-0.013827896551217543,-0.0004770549265065782,-0.007754731339923553,-0.005389065,0.0002426339,-0.010340273,0.006151920293350429,0.8888888888888888,12,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,4,-0.0013873315364405934,-0.0013873315364405934,-0.003967518039361804,0.0032247013726938506,-0.003419177942653827,5.0466435e-05,0.005161273,-0.0046934183,0.008361713345811058,0.7435897435897435,13,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,5,-0.001570595531356323,-0.001570595531356323,0.0012788761147618352,-0.0012450656559215899,-0.004745597052909215,0.0029446683,-0.0007778459,-0.0064210175,0.008375336011170301,0.8571428571428571,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,6,0.0002238741041694876,0.0002238741041694876,0.010753877475880129,-0.004237554899763297,-0.005844700263608371,0.008171605,-0.00475406,-0.007852548,0.00467901474071266,0.8333333333333333,4,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,7,-0.009268731887354921,-0.009268731887354921,-0.015044672151023833,-0.0049272553067147866,-0.007834268204326141,-0.006060306,-0.0056704865,-0.010443867,0.003990532887306187,0.9333333333333333,5,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,8,-0.008679431550983514,-0.008679431550983514,-0.013845673286157753,-0.006488587238286497,-0.005704034128506292,-0.0053988714,-0.007745077,-0.0076693366,0.005204776601969007,0.9166666666666666,4,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,9,-0.006779495632096776,-0.006779495632096776,-0.009581608555415374,-0.005363216289060717,-0.005393662051814239,-0.003046577,-0.006249761,-0.0072650914,0.003852551897902566,0.9583333333333334,8,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,12,15,13.5,10,-0.009536819043367872,-0.009536819043367872,-0.01768466593615848,-0.007160033643953726,-0.003765757549991411,-0.007516673,-0.008637249,-0.005144822,0.007662665947822813,0.925925925925926,9,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-10,0.01174057789691722,0.01174057789691722,0.021654033612833377,0.01087320277410458,0.002694497303813702,0.014184735,0.015324076,0.0032693576,0.020923721026003917,0.9791666666666666,32,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-9,0.005483657211116282,0.005483657211116282,0.006673463819931921,0.009274952536292435,0.000502555277124489,0.005920622,0.01320043,0.0004144556,0.019967066105957415,0.9666666666666666,40,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-8,-0.006157963210439185,-0.006157963210439185,-0.012265506183565473,0.00023365423850046,-0.006442037686252541,-0.0045271637,0.0011869753,-0.008630551,0.014918778109926194,0.8913043478260869,46,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-7,0.006121958062051058,0.006121958062051058,0.008215566956939481,0.003756840236145639,0.006393466993068055,0.0067713317,0.0058683427,0.008087092,0.01974209097755992,0.8950617283950618,54,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-6,0.0044507460622644855,0.0044507460622644855,-0.004325925871543199,0.011167325540934248,0.006510838517402409,-0.00014725116,0.015714886,0.008239963,0.01967401810428589,0.782051282051282,52,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-5,0.011095614152631323,0.011095614152631323,0.0047062426076043785,0.014601285009228259,0.013979314841061324,0.0048353937,0.020277696,0.017967304,0.0150143182895308,0.8156028368794327,47,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-4,0.004441473007750937,0.004441473007750937,0.0007671324812443415,0.001502848919642556,0.011054437622365914,0.0026623623,0.002873394,0.014157788,0.019220798894230777,0.9166666666666667,44,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-3,0.0026228391974267044,0.0026228391974267044,-0.0037630816541380937,0.0038887221268419443,0.0077428771195762625,0.00016324488,0.006043578,0.009844636,0.01804368476694957,0.9047619047619048,42,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-2,0.0033084040014026983,0.0033084040014026983,-0.005237403795945134,0.002675002236740706,0.012487613563412525,-0.00065007294,0.0044308705,0.016024433,0.012485214554203719,0.7894736842105263,38,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,-1,0.019529670287023265,0.019529670287023265,0.029011102982932347,0.0035999621206183286,0.025977945757519116,0.018243302,0.0056598936,0.03359496,0.010168656267476935,0.8933333333333333,25,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,0,-0.00019572159284893866,-0.00019572159284893866,-0.0012132970640243539,-0.0033001684863904284,0.003926300771867965,0.0015698475,-0.0035085252,0.0048737237,0.009412545068226542,0.7619047619047619,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,1,0.013328694744938965,0.013328694744938965,0.019899581577965068,0.010412365015367839,0.009674137641483992,0.013216882,0.014711746,0.012360012,0.009095303792359389,0.9382716049382716,27,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,2,-0.0035729811107497057,-0.0035729811107497057,-0.010170438462611273,0.004934119292248344,-0.00548262416188619,-0.0033714084,0.00743263,-0.0073809605,0.0050416846837763535,0.6811594202898551,23,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,3,-0.009016746188381138,-0.009016746188381138,-0.016935550100507693,-0.002176658545222215,-0.007938029919413503,-0.0071034194,-0.0020156824,-0.010579011,0.005951159179425797,0.95,20,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,4,-0.0006416073005697335,-0.0006416073005697335,0.00045764706410287903,0.0008809909142980712,-0.00326345988011015,0.002491633,0.0020471117,-0.0044906028,0.00806950435591978,0.6666666666666666,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,5,-0.0017367755181585888,-0.0017367755181585888,-8.090529627373598e-05,-0.0023106482115791416,-0.0028187730466228875,0.0021945375,-0.0021937187,-0.0039114193,0.008367864786211642,0.7619047619047619,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,6,-0.0032652359443475676,-0.0032652359443475676,-0.0003510092378866086,-0.006508423913433196,-0.002936274681722897,0.0020455332,-0.0077714347,-0.0040644594,0.0036118304558871964,0.7142857142857143,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,7,-0.00400432362052272,-0.00400432362052272,-0.0005257443612023888,-0.004525841158949838,-0.006961385341415933,0.0019491396,-0.005137115,-0.0093069775,0.006999811169595997,0.75,4,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,8,-0.0071932954748864944,-0.0071932954748864944,-0.010772348760965996,-0.0064168719960836776,-0.004390665667609808,-0.0037034557,-0.007649787,-0.005958736,0.0034647887385246524,0.9523809523809524,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,9,-0.008073286468524237,-0.008073286468524237,-0.01224142419396326,-0.007582226404994581,-0.0043962088066148725,-0.004513879,-0.009198229,-0.0059659556,0.006433621421093515,0.8571428571428571,7,False
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,15,18,16.5,10,-0.006464003201237664,-0.006464003201237664,-0.008260228514013456,-0.006115446568498746,-0.005016334521200786,-0.0023176307,-0.0072492734,-0.0067736404,0.004842423205442838,0.9333333333333332,10,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,18,21,19.5,-10,0.01590256794766913,0.01590256794766913,0.026522256581016087,0.01162630267202605,0.009559144589965256,0.016870316,0.016324742,0.01221024,0.01679873987748498,0.9743589743589743,26,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,18,21,19.5,-9,0.010035478051152086,0.010035478051152086,0.010718074810845916,0.011526603260382575,0.007861756082227769,0.008151854,0.016192269,0.009999471,0.017672246252017278,0.9523809523809523,42,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,18,21,19.5,-8,-0.0033907753234166424,-0.0033907753234166424,-0.013810463254322393,0.0014537011322421855,0.0021844361518302768,-0.005379448,0.0028080898,0.0026050266,0.015335396616116895,0.8888888888888888,45,True
0--30s,train2000_2012_test2013_2015,2000-2012,2013-2015,18,21,19.5,-7,0.008893095228611021,0.008893095228611021,0.011438944906400822,0.00411813767781089,0.011122203101621351,0.008549525,0.0063484097,0.01424605,0.01799425782169429,0.8796296296296295,36,True
